timestamp,product_id,defectives,sample_size,proportion,lcl,center_line,ucl,rule_1_beyond_3sigma,rule_2_two_of_three_beyond_2sigma,rule_3_four_of_five_beyond_1sigma,rule_4_eight_same_side,any_signal
2024-01-17 00:00:00,PRD-A,31.0,1267.0,0.0244672454617206,0.028844862571752207,0.04661195978611832,0.06437905700048444,True,False,False,False,True
2024-01-17 08:00:00,PRD-A,44.0,1190.0,0.03697478991596639,0.028279054050661105,0.04661195978611832,0.06494486552157552,False,False,False,False,False
2024-01-17 16:00:00,PRD-A,47.0,1258.0,0.037360890302066775,0.028781421038834357,0.04661195978611832,0.06444249853340228,False,False,False,False,False
2024-01-18 00:00:00,PRD-A,37.0,1268.0,0.02917981072555205,0.028851869906757307,0.04661195978611832,0.06437204966547933,False,False,True,False,True
2024-01-18 08:00:00,PRD-A,42.0,1294.0,0.03245749613601236,0.029031199680152796,0.04661195978611832,0.06419271989208383,False,True,True,False,True
2024-01-18 16:00:00,PRD-A,55.0,1195.0,0.04602510460251046,0.028317447612667156,0.04661195978611832,0.06490647195956947,False,True,True,False,True
2024-01-25 00:00:00,PRD-A,38.0,1183.0,0.032121724429416736,0.028224894683818915,0.04661195978611832,0.06499902488841772,False,True,True,False,True
2024-01-25 08:00:00,PRD-A,39.0,1290.0,0.030232558139534883,0.029003963784496437,0.04661195978611832,0.0642199557877402,False,True,True,True,True
2024-01-25 16:00:00,PRD-A,62.0,1235.0,0.05020242914979757,0.028616153596331857,0.04661195978611832,0.06460776597590479,False,True,False,False,True
2024-01-26 00:00:00,PRD-A,32.0,1274.0,0.02511773940345369,0.028893740510890924,0.04661195978611832,0.06433017906134571,True,True,False,False,True
2024-01-26 08:00:00,PRD-A,43.0,1276.0,0.03369905956112853,0.028907631708067708,0.04661195978611832,0.06431628786416893,False,True,True,False,True
2024-01-26 16:00:00,PRD-A,68.0,1207.0,0.056338028169014086,0.02840861684542869,0.04661195978611832,0.06481530272680794,False,True,False,False,True
2024-02-02 00:00:00,PRD-A,26.0,1276.0,0.02037617554858934,0.028907631708067708,0.04661195978611832,0.06431628786416893,True,True,False,False,True
2024-02-02 08:00:00,PRD-A,35.0,1278.0,0.027386541471048513,0.02892149028402948,0.04661195978611832,0.06430242928820715,True,True,True,False,True
2024-02-02 16:00:00,PRD-A,41.0,1220.0,0.03360655737704918,0.028505861616790716,0.04661195978611832,0.06471805795544591,False,True,True,False,True
2024-02-03 00:00:00,PRD-A,29.0,1301.0,0.022290545734050732,0.029078559905017766,0.04661195978611832,0.06414535966721888,True,True,True,False,True
2024-02-03 08:00:00,PRD-A,40.0,1308.0,0.03058103975535168,0.02912553943410883,0.04661195978611832,0.0640983801381278,False,True,True,False,True
2024-02-03 16:00:00,PRD-A,54.0,1252.0,0.04313099041533546,0.02873874717146388,0.04661195978611832,0.06448517240077276,False,True,True,False,True
2024-02-10 00:00:00,PRD-A,37.0,1209.0,0.030603804797353185,0.028423679605923506,0.04661195978611832,0.06480023996631312,False,True,True,False,True
2024-02-10 08:00:00,PRD-A,40.0,1286.0,0.03110419906687403,0.02897660091484009,0.04661195978611832,0.06424731865739655,False,True,True,True,True
2024-02-10 16:00:00,PRD-A,59.0,1233.0,0.047850770478507706,0.028601564371244333,0.04661195978611832,0.0646223552009923,False,True,False,False,True
2024-02-11 00:00:00,PRD-A,48.0,1254.0,0.03827751196172249,0.0287530058196167,0.04661195978611832,0.06447091375261993,False,False,False,False,False
2024-02-11 08:00:00,PRD-A,53.0,1271.0,0.041699449252557044,0.028872842269765883,0.04661195978611832,0.06435107730247075,False,False,False,False,False
2024-02-11 16:00:00,PRD-A,70.0,1204.0,0.05813953488372093,0.028385952371482608,0.04661195978611832,0.06483796720075402,False,False,False,False,False
2024-02-18 00:00:00,PRD-A,46.0,1316.0,0.034954407294832825,0.029178770669800437,0.04661195978611832,0.0640451489024362,False,False,False,False,False
2024-02-18 08:00:00,PRD-A,24.0,1263.0,0.019002375296912115,0.028816750058578096,0.04661195978611832,0.06440716951365855,True,True,False,False,True
2024-02-18 16:00:00,PRD-A,53.0,1311.0,0.04042715484363082,0.029145558239014123,0.04661195978611832,0.0640783613332225,False,True,False,False,True
2024-02-19 00:00:00,PRD-A,24.0,1290.0,0.018604651162790697,0.029003963784496437,0.04661195978611832,0.0642199557877402,True,True,True,False,True
2024-02-19 08:00:00,PRD-A,29.0,1273.0,0.022780832678711706,0.02888678263931889,0.04661195978611832,0.06433713693291775,True,True,True,False,True
2024-02-19 16:00:00,PRD-A,56.0,1244.0,0.04501607717041801,0.028681369134254363,0.04661195978611832,0.06454255043798227,False,True,True,False,True
2024-02-26 00:00:00,PRD-A,62.0,1162.0,0.05335628227194492,0.028059490467168196,0.04661195978611832,0.06516442910506844,False,False,False,False,False
2024-02-26 08:00:00,PRD-A,83.0,1163.0,0.07136715391229578,0.028067468308568662,0.04661195978611832,0.06515645126366798,True,False,False,False,True
2024-02-26 16:00:00,PRD-A,93.0,1197.0,0.07769423558897243,0.02833273763804913,0.04661195978611832,0.0648911819341875,True,True,False,False,True
2024-02-27 00:00:00,PRD-A,84.0,1149.0,0.0731070496083551,0.02795483261751326,0.04661195978611832,0.06526908695472337,True,True,True,False,True
2024-02-27 08:00:00,PRD-A,85.0,1159.0,0.07333908541846419,0.028035495023659564,0.04661195978611832,0.06518842454857707,True,True,True,False,True
2024-02-27 16:00:00,PRD-A,132.0,1105.0,0.11945701357466064,0.02758700439777026,0.04661195978611832,0.06563691517446638,True,True,True,False,True
2024-03-05 00:00:00,PRD-A,83.0,1295.0,0.06409266409266409,0.029037988929336636,0.04661195978611832,0.0641859306429,False,True,True,False,True
2024-03-05 08:00:00,PRD-A,64.0,1302.0,0.04915514592933948,0.02908529445486524,0.04661195978611832,0.0641386251173714,False,True,True,True,True
2024-03-05 16:00:00,PRD-A,76.0,1241.0,0.06124093473005641,0.028659709463802596,0.04661195978611832,0.06456421010843404,False,True,True,True,True
2024-03-06 00:00:00,PRD-A,68.0,1296.0,0.05246913580246913,0.029044770319076596,0.04661195978611832,0.06417914925316004,False,False,True,True,True
2024-03-06 08:00:00,PRD-A,70.0,1228.0,0.057003257328990226,0.028564935504009105,0.04661195978611832,0.06465898406822754,False,False,True,True,True
2024-03-06 16:00:00,PRD-A,90.0,1222.0,0.07364975450081833,0.02852068445854619,0.04661195978611832,0.06470323511369044,True,False,True,True,True
2024-03-13 00:00:00,PRD-A,25.0,1215.0,0.0205761316872428,0.028468644520645535,0.04661195978611832,0.0647552750515911,True,False,True,False,True
2024-03-13 08:00:00,PRD-A,36.0,1299.0,0.02771362586605081,0.02906506748295097,0.04661195978611832,0.06415885208928566,True,True,False,False,True
2024-03-13 16:00:00,PRD-A,67.0,1249.0,0.053642914331465175,0.028717295018175947,0.04661195978611832,0.06450662455406068,False,True,False,False,True
2024-03-14 00:00:00,PRD-A,51.0,1236.0,0.0412621359223301,0.028623434926263666,0.04661195978611832,0.06460048464597297,False,False,False,False,False
2024-03-14 08:00:00,PRD-A,32.0,1238.0,0.025848142164781908,0.028637971110342574,0.04661195978611832,0.06458594846189405,True,False,False,False,True
2024-03-14 16:00:00,PRD-A,66.0,1191.0,0.055415617128463476,0.028286752100857928,0.04661195978611832,0.0649371674713787,False,False,False,False,False
2024-03-21 00:00:00,PRD-A,33.0,1233.0,0.0267639902676399,0.028601564371244333,0.04661195978611832,0.0646223552009923,True,True,False,False,True
2024-03-21 08:00:00,PRD-A,41.0,1285.0,0.031906614785992216,0.028969740241998852,0.04661195978611832,0.06425417933023778,False,True,False,False,True
2024-03-21 16:00:00,PRD-A,62.0,1262.0,0.0491283676703645,0.028809701054646444,0.04661195978611832,0.06441421851759019,False,True,False,False,True
2024-03-22 00:00:00,PRD-A,30.0,1255.0,0.02390438247011952,0.028760122358638653,0.04661195978611832,0.06446379721359799,True,True,False,False,True
2024-03-22 08:00:00,PRD-A,40.0,1228.0,0.03257328990228013,0.028564935504009105,0.04661195978611832,0.06465898406822754,False,True,True,False,True
2024-03-22 16:00:00,PRD-A,49.0,1251.0,0.03916866506794564,0.02873160502827586,0.04661195978611832,0.06449231454396077,False,True,True,False,True
2024-03-29 00:00:00,PRD-A,30.0,1261.0,0.023790642347343377,0.028802643667359712,0.04661195978611832,0.06442127590487692,True,True,True,False,True
2024-03-29 08:00:00,PRD-A,41.0,1313.0,0.031226199543031227,0.02915886597545822,0.04661195978611832,0.06406505359677842,False,True,True,False,True
2024-03-29 16:00:00,PRD-A,38.0,1241.0,0.030620467365028204,0.028659709463802596,0.04661195978611832,0.06456421010843404,False,True,True,False,True
2024-03-30 00:00:00,PRD-A,39.0,1281.0,0.03044496487119438,0.028942217261858208,0.04661195978611832,0.06428170231037843,False,True,True,False,True
2024-03-30 08:00:00,PRD-A,35.0,1329.0,0.02633559066967645,0.02926424410892295,0.04661195978611832,0.06395967546331369,True,True,True,True,True
2024-03-30 16:00:00,PRD-A,64.0,1249.0,0.051240992794235385,0.028717295018175947,0.04661195978611832,0.06450662455406068,False,True,True,False,True
2024-04-06 00:00:00,PRD-A,59.0,1206.0,0.04892205638474295,0.02840107141797897,0.04661195978611832,0.06482284815425766,False,False,False,False,False
2024-04-06 08:00:00,PRD-A,63.0,1240.0,0.050806451612903224,0.028652472112038196,0.04661195978611832,0.06457144746019844,False,False,False,False,False
2024-04-06 16:00:00,PRD-A,98.0,1212.0,0.08085808580858085,0.028446203800546355,0.04661195978611832,0.06477771577169028,True,False,False,False,True
2024-04-07 00:00:00,PRD-A,68.0,1222.0,0.05564648117839607,0.02852068445854619,0.04661195978611832,0.06470323511369044,False,False,False,False,False
2024-04-07 08:00:00,PRD-A,66.0,1211.0,0.054500412881915775,0.02843870503614624,0.04661195978611832,0.0647852145360904,False,False,False,False,False
2024-04-07 16:00:00,PRD-A,80.0,1170.0,0.06837606837606838,0.028123026507612413,0.04661195978611832,0.06510089306462422,True,False,True,False,True
2024-04-14 00:00:00,PRD-A,36.0,1246.0,0.028892455858747994,0.028695765435773988,0.04661195978611832,0.06452815413646265,False,False,True,False,True
2024-04-14 08:00:00,PRD-A,29.0,1296.0,0.022376543209876542,0.029044770319076596,0.04661195978611832,0.06417914925316004,True,True,False,False,True
2024-04-14 16:00:00,PRD-A,38.0,1260.0,0.03015873015873016,0.028795577880087565,0.04661195978611832,0.06442834169214907,False,True,False,False,True
2024-04-15 00:00:00,PRD-A,49.0,1298.0,0.03775038520801233,0.029058309580792793,0.04661195978611832,0.06416560999144384,False,True,True,False,True
2024-04-15 08:00:00,PRD-A,34.0,1326.0,0.02564102564102564,0.029244631083238836,0.04661195978611832,0.0639792884889978,True,True,True,False,True
2024-04-15 16:00:00,PRD-A,51.0,1277.0,0.039937353171495694,0.028914565065716817,0.04661195978611832,0.06430935450651981,False,False,True,False,True
2024-04-22 00:00:00,PRD-A,30.0,1225.0,0.024489795918367346,0.028542850620018257,0.04661195978611832,0.06468106895221838,True,True,True,False,True
2024-04-22 08:00:00,PRD-A,35.0,1290.0,0.027131782945736434,0.029003963784496437,0.04661195978611832,0.0642199557877402,True,True,True,True,True
2024-04-22 16:00:00,PRD-A,51.0,1227.0,0.04156479217603912,0.028557582876170096,0.04661195978611832,0.06466633669606654,False,True,True,True,True
2024-04-23 00:00:00,PRD-A,43.0,1229.0,0.03498779495524817,0.02857227915610649,0.04661195978611832,0.06465164041613014,False,False,True,True,True
2024-04-23 08:00:00,PRD-A,42.0,1273.0,0.032992930086410056,0.02888678263931889,0.04661195978611832,0.06433713693291775,False,False,True,True,True
2024-04-23 16:00:00,PRD-A,78.0,1236.0,0.06310679611650485,0.028623434926263666,0.04661195978611832,0.06460048464597297,False,False,False,False,False
2024-04-30 00:00:00,PRD-A,43.0,1179.0,0.0364715860899067,0.028193730144333424,0.04661195978611832,0.06503018942790321,False,False,False,False,False
2024-04-30 08:00:00,PRD-A,57.0,1203.0,0.04738154613466334,0.028378378713389416,0.04661195978611832,0.06484554085884722,False,False,False,False,False
2024-04-30 16:00:00,PRD-A,61.0,1216.0,0.05016447368421053,0.028476106299807707,0.04661195978611832,0.06474781327242893,False,False,False,False,False
2024-05-01 00:00:00,PRD-A,24.0,1058.0,0.022684310018903593,0.027169019057977997,0.04661195978611832,0.06605490051425864,True,False,False,False,True
2024-05-01 08:00:00,PRD-A,27.0,1288.0,0.02096273291925466,0.02899029828302028,0.04661195978611832,0.06423362128921636,True,True,False,False,True
2024-05-01 16:00:00,PRD-A,44.0,1213.0,0.036273701566364384,0.028453693290036226,0.04661195978611832,0.06477022628220042,False,True,False,False,True
2024-05-08 00:00:00,PRD-A,29.0,1191.0,0.02434928631402183,0.028286752100857928,0.04661195978611832,0.0649371674713787,True,True,True,False,True
2024-05-08 08:00:00,PRD-A,41.0,1251.0,0.032773780975219824,0.02873160502827586,0.04661195978611832,0.06449231454396077,False,True,True,False,True
2024-05-08 16:00:00,PRD-A,58.0,1225.0,0.0473469387755102,0.028542850620018257,0.04661195978611832,0.06468106895221838,False,True,True,False,True
2024-05-09 00:00:00,PRD-A,41.0,1218.0,0.03366174055829228,0.02849100228054388,0.04661195978611832,0.06473291729169275,False,True,True,False,True
2024-05-09 08:00:00,PRD-A,51.0,1230.0,0.041463414634146344,0.028579613850709347,0.04661195978611832,0.0646443057215273,False,False,False,False,False
2024-05-09 16:00:00,PRD-A,61.0,1238.0,0.049273021001615507,0.028637971110342574,0.04661195978611832,0.06458594846189405,False,False,False,False,False
2024-05-16 00:00:00,PRD-A,71.0,1284.0,0.05529595015576324,0.028962871555912602,0.04661195978611832,0.06426104801632404,False,False,False,False,False
2024-05-16 08:00:00,PRD-A,87.0,1337.0,0.06507105459985041,0.029316222400071264,0.04661195978611832,0.06390769717216538,True,False,False,False,True
2024-05-16 16:00:00,PRD-A,54.0,1243.0,0.04344328238133548,0.028674157957348373,0.04661195978611832,0.06454976161488826,False,False,False,False,False
2024-05-17 00:00:00,PRD-A,39.0,1295.0,0.030115830115830116,0.029037988929336636,0.04661195978611832,0.0641859306429,False,False,False,False,False
2024-05-17 08:00:00,PRD-A,48.0,1313.0,0.03655750190403656,0.02915886597545822,0.04661195978611832,0.06406505359677842,False,False,False,False,False
2024-05-17 16:00:00,PRD-A,87.0,1248.0,0.06971153846153846,0.028710127116919948,0.04661195978611832,0.06451379245531669,True,False,False,False,True
2024-05-24 00:00:00,PRD-A,66.0,1097.0,0.0601640838650866,0.027517759563261687,0.04661195978611832,0.06570616000897495,False,True,False,False,True
2024-05-24 08:00:00,PRD-A,80.0,1186.0,0.06745362563237774,0.028248164549842067,0.04661195978611832,0.06497575502239457,True,True,False,False,True
2024-05-24 16:00:00,PRD-A,73.0,796.0,0.09170854271356783,0.024196468997707006,0.04661195978611832,0.06902745057452964,True,True,True,False,True
2024-05-25 00:00:00,PRD-A,22.0,1299.0,0.016936104695919937,0.02906506748295097,0.04661195978611832,0.06415885208928566,True,True,True,False,True
2024-05-25 08:00:00,PRD-A,35.0,1294.0,0.02704791344667697,0.029031199680152796,0.04661195978611832,0.06419271989208383,True,True,False,False,True
2024-05-25 16:00:00,PRD-A,39.0,1266.0,0.030805687203791468,0.028837846935856143,0.04661195978611832,0.06438607263638049,False,True,False,False,True
2024-06-01 00:00:00,PRD-A,42.0,1072.0,0.03917910447761194,0.02729639580130449,0.04661195978611832,0.06592752377093214,False,True,True,False,True
2024-06-01 08:00:00,PRD-A,42.0,1269.0,0.03309692671394799,0.028858868957227873,0.04661195978611832,0.06436505061500876,False,True,True,False,True
2024-06-01 16:00:00,PRD-A,52.0,1211.0,0.042939719240297276,0.02843870503614624,0.04661195978611832,0.0647852145360904,False,False,True,False,True
2024-06-02 00:00:00,PRD-A,41.0,1239.0,0.033091202582728005,0.028645226000113714,0.04661195978611832,0.06457869357212292,False,True,True,False,True
2024-06-02 08:00:00,PRD-A,36.0,1281.0,0.02810304449648712,0.028942217261858208,0.04661195978611832,0.06428170231037843,True,True,True,True,True
2024-06-02 16:00:00,PRD-A,70.0,1242.0,0.05636070853462158,0.028666938073043637,0.04661195978611832,0.064556981499193,False,True,False,False,True
2024-06-09 00:00:00,PRD-A,34.0,1227.0,0.027709861450692746,0.028557582876170096,0.04661195978611832,0.06466633669606654,True,True,False,False,True
2024-06-09 08:00:00,PRD-A,48.0,1263.0,0.03800475059382423,0.028816750058578096,0.04661195978611832,0.06440716951365855,False,False,True,False,True
2024-06-09 16:00:00,PRD-A,52.0,1230.0,0.04227642276422764,0.028579613850709347,0.04661195978611832,0.0646443057215273,False,False,False,False,False
2024-06-10 00:00:00,PRD-A,44.0,1234.0,0.03565640194489465,0.028608863417304935,0.04661195978611832,0.0646150561549317,False,False,False,False,False
2024-06-10 08:00:00,PRD-A,38.0,1258.0,0.030206677265500796,0.028781421038834357,0.04661195978611832,0.06444249853340228,False,False,True,False,True
2024-06-10 16:00:00,PRD-A,62.0,1232.0,0.05032467532467533,0.028594256440160525,0.04661195978611832,0.0646296631320761,False,False,False,False,False
2024-06-17 00:00:00,PRD-A,40.0,1188.0,0.03367003367003367,0.028263628801204827,0.04661195978611832,0.06496029077103181,False,True,False,False,True
2024-06-17 08:00:00,PRD-A,42.0,1272.0,0.0330188679245283,0.02887981656432141,0.04661195978611832,0.06434410300791522,False,True,True,False,True
2024-06-17 16:00:00,PRD-A,68.0,1231.0,0.05523964256701868,0.028586939606012857,0.04661195978611832,0.06463697996622378,False,True,False,False,True
2024-06-18 00:00:00,PRD-A,51.0,1253.0,0.040702314445331206,0.028745880762893368,0.04661195978611832,0.06447803880934327,False,False,False,False,False
2024-06-18 08:00:00,PRD-A,54.0,1239.0,0.043583535108958835,0.028645226000113714,0.04661195978611832,0.06457869357212292,False,False,False,False,False
2024-06-18 16:00:00,PRD-A,66.0,1197.0,0.05513784461152882,0.02833273763804913,0.04661195978611832,0.0648911819341875,False,False,False,False,False
2024-06-25 00:00:00,PRD-A,42.0,1243.0,0.03378921962992759,0.028674157957348373,0.04661195978611832,0.06454976161488826,False,False,False,False,False
2024-06-25 08:00:00,PRD-A,41.0,1258.0,0.03259141494435612,0.028781421038834357,0.04661195978611832,0.06444249853340228,False,True,False,False,True
2024-06-25 16:00:00,PRD-A,73.0,1205.0,0.06058091286307054,0.028393516599828583,0.04661195978611832,0.06483040297240805,False,True,False,False,True
2024-06-26 00:00:00,PRD-A,97.0,1339.0,0.07244212098581031,0.029329144133205684,0.04661195978611832,0.06389477543903095,True,True,False,False,True
2024-06-26 08:00:00,PRD-A,42.0,1276.0,0.032915360501567396,0.028907631708067708,0.04661195978611832,0.06431628786416893,False,True,False,False,True
2024-06-26 16:00:00,PRD-A,68.0,1201.0,0.05661948376353039,0.02836320302947009,0.04661195978611832,0.06486071654276654,False,False,False,False,False
2024-07-03 00:00:00,PRD-A,34.0,1238.0,0.027463651050080775,0.028637971110342574,0.04661195978611832,0.06458594846189405,True,True,False,False,True
2024-07-03 08:00:00,PRD-A,32.0,1278.0,0.025039123630672927,0.02892149028402948,0.04661195978611832,0.06430242928820715,True,True,False,False,True
2024-07-03 16:00:00,PRD-A,40.0,1235.0,0.032388663967611336,0.028616153596331857,0.04661195978611832,0.06460776597590479,False,True,True,False,True
2024-07-04 00:00:00,PRD-A,29.0,1240.0,0.02338709677419355,0.028652472112038196,0.04661195978611832,0.06457144746019844,True,True,True,False,True
2024-07-04 08:00:00,PRD-A,39.0,1289.0,0.030256012412723042,0.028997135009369977,0.04661195978611832,0.06422678456286665,False,True,True,False,True
2024-07-04 16:00:00,PRD-A,54.0,1246.0,0.04333868378812199,0.028695765435773988,0.04661195978611832,0.06452815413646265,False,True,True,False,True
2024-07-11 00:00:00,PRD-A,49.0,1304.0,0.037576687116564415,0.029098740306734087,0.04661195978611832,0.06412517926550254,False,False,True,False,True
2024-07-11 08:00:00,PRD-A,38.0,1297.0,0.029298380878951428,0.029051543864524867,0.04661195978611832,0.06417237570771177,False,False,True,True,True
2024-07-11 16:00:00,PRD-A,34.0,1259.0,0.027005559968228753,0.02878850367615343,0.04661195978611832,0.0644354158960832,True,True,True,True,True
2024-07-12 00:00:00,PRD-A,32.0,1325.0,0.024150943396226414,0.02923807861037681,0.04661195978611832,0.06398584096185983,True,True,True,True,True
2024-07-12 08:00:00,PRD-A,34.0,1306.0,0.026033690658499236,0.029112155260429453,0.04661195978611832,0.06411176431180718,True,True,True,True,True
2024-07-12 16:00:00,PRD-A,55.0,1269.0,0.04334121355397951,0.028858868957227873,0.04661195978611832,0.06436505061500876,False,True,True,True,True
2024-07-19 00:00:00,PRD-A,75.0,1219.0,0.06152584085315833,0.028498436519833407,0.04661195978611832,0.06472548305240322,False,False,False,False,False
2024-07-19 08:00:00,PRD-A,47.0,883.0,0.053227633069082674,0.025329371958452994,0.04661195978611832,0.06789454761378363,False,False,False,False,False
2024-07-19 16:00:00,PRD-A,44.0,1278.0,0.03442879499217527,0.02892149028402948,0.04661195978611832,0.06430242928820715,False,False,False,False,False
2024-07-20 00:00:00,PRD-A,35.0,1301.0,0.026902382782475018,0.029078559905017766,0.04661195978611832,0.06414535966721888,True,True,False,False,True
2024-07-20 08:00:00,PRD-A,32.0,1315.0,0.024334600760456272,0.029172143340491917,0.04661195978611832,0.06405177623174471,True,True,False,False,True
2024-07-20 16:00:00,PRD-A,57.0,1260.0,0.04523809523809524,0.028795577880087565,0.04661195978611832,0.06442834169214907,False,True,False,False,True
2024-07-27 00:00:00,PRD-A,69.0,1234.0,0.055915721231766614,0.028608863417304935,0.04661195978611832,0.0646150561549317,False,False,False,False,False
2024-07-27 08:00:00,PRD-A,82.0,1264.0,0.06487341772151899,0.02882379069573896,0.04661195978611832,0.06440012887649768,True,False,False,False,True
2024-07-27 16:00:00,PRD-A,85.0,934.0,0.09100642398286937,0.025918583834751555,0.04661195978611832,0.06730533573748508,True,True,False,False,True
2024-07-28 00:00:00,PRD-A,41.0,1309.0,0.03132161955691368,0.02913222001519391,0.04661195978611832,0.06409169955704272,False,True,False,False,True
2024-07-28 08:00:00,PRD-A,82.0,1352.0,0.060650887573964495,0.02941243529584034,0.04661195978611832,0.0638114842763963,False,True,True,False,True
2024-07-28 16:00:00,PRD-A,108.0,1334.0,0.08095952023988005,0.02929678534124693,0.04661195978611832,0.06392713423098971,True,True,True,False,True
2024-08-04 00:00:00,PRD-A,38.0,1209.0,0.03143093465674111,0.028423679605923506,0.04661195978611832,0.06480023996631312,False,True,False,False,True
2024-08-04 08:00:00,PRD-A,51.0,1254.0,0.04066985645933014,0.0287530058196167,0.04661195978611832,0.06447091375261993,False,False,False,False,False
2024-08-04 16:00:00,PRD-A,68.0,1256.0,0.054140127388535034,0.028767230396916643,0.04661195978611832,0.06445668917531999,False,False,False,False,False
2024-08-05 00:00:00,PRD-A,54.0,1277.0,0.042286609240407204,0.028914565065716817,0.04661195978611832,0.06430935450651981,False,False,False,False,False
2024-08-05 08:00:00,PRD-A,50.0,1202.0,0.04159733777038269,0.028370795605940472,0.04661195978611832,0.06485312396629617,False,False,False,False,False
2024-08-05 16:00:00,PRD-A,62.0,1147.0,0.05405405405405406,0.02793857368007595,0.04661195978611832,0.06528534589216069,False,False,False,False,False
2024-08-12 00:00:00,PRD-A,45.0,1096.0,0.04105839416058394,0.02750905069155557,0.04661195978611832,0.06571486888068107,False,False,False,False,False
2024-08-12 08:00:00,PRD-A,30.0,1306.0,0.022970903522205207,0.029112155260429453,0.04661195978611832,0.06411176431180718,True,False,False,False,True
2024-08-12 16:00:00,PRD-A,34.0,1282.0,0.0265210608424337,0.0289491100815175,0.04661195978611832,0.06427480949071913,True,True,False,False,True
2024-08-13 00:00:00,PRD-A,16.0,1327.0,0.012057272042200452,0.029251176147990915,0.04661195978611832,0.06397274342424572,True,True,False,False,True
2024-08-13 08:00:00,PRD-A,26.0,1270.0,0.02047244094488189,0.028865859739475253,0.04661195978611832,0.06435805983276138,True,True,True,False,True
2024-08-13 16:00:00,PRD-A,46.0,1288.0,0.03571428571428571,0.02899029828302028,0.04661195978611832,0.06423362128921636,False,True,True,False,True
2024-08-20 00:00:00,PRD-A,59.0,1202.0,0.04908485856905158,0.028370795605940472,0.04661195978611832,0.06485312396629617,False,False,True,False,True
2024-08-20 08:00:00,PRD-A,67.0,1223.0,0.05478331970564186,0.028528082240629197,0.04661195978611832,0.06469583733160744,False,False,False,False,False
2024-08-20 16:00:00,PRD-A,109.0,1176.0,0.09268707482993198,0.02817025246795515,0.04661195978611832,0.06505366710428148,True,False,False,False,True
2024-08-21 00:00:00,PRD-A,47.0,846.0,0.05555555555555555,0.02486895284208569,0.04661195978611832,0.06835496673015094,False,False,False,False,False
2024-08-21 08:00:00,PRD-A,27.0,1314.0,0.02054794520547945,0.02916550844717765,0.04661195978611832,0.06405841112505899,True,False,False,False,True
2024-08-21 16:00:00,PRD-A,40.0,1284.0,0.03115264797507788,0.028962871555912602,0.04661195978611832,0.06426104801632404,False,True,False,False,True
2024-08-28 00:00:00,PRD-A,64.0,1293.0,0.04949729311678268,0.02902440255633187,0.04661195978611832,0.06419951701590476,False,True,False,False,True
2024-08-28 08:00:00,PRD-A,29.0,1262.0,0.022979397781299524,0.028809701054646444,0.04661195978611832,0.06441421851759019,True,True,False,False,True
2024-08-28 16:00:00,PRD-A,64.0,1217.0,0.05258833196384552,0.028483558880145532,0.04661195978611832,0.0647403606920911,False,False,False,False,False
2024-08-29 00:00:00,PRD-A,42.0,1286.0,0.03265940902021773,0.02897660091484009,0.04661195978611832,0.06424731865739655,False,True,False,False,True
2024-08-29 08:00:00,PRD-A,39.0,1239.0,0.031476997578692496,0.028645226000113714,0.04661195978611832,0.06457869357212292,False,True,False,False,True
2024-08-29 16:00:00,PRD-A,48.0,1226.0,0.03915171288743882,0.028550221254290294,0.04661195978611832,0.06467369831794634,False,True,True,False,True
