subgroup_id,timestamp,machine_id,product_id,xbar,range,n,xbar_lcl,xbar_cl,xbar_ucl,range_lcl,range_cl,range_ucl,rule_1_beyond_3sigma,rule_2_two_of_three_beyond_2sigma,rule_3_four_of_five_beyond_1sigma,rule_4_eight_same_side,any_signal,range_rule_1
SG-MC-08-2025062308,2025-06-23 08:00:00,MC-08,PRD-A,25.044708948526296,0.071699317791495,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-09-2025062308,2025-06-23 08:00:00,MC-09,PRD-B,80.03245702063444,0.0529111187254471,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-01-2025062308,2025-06-23 08:00:00,MC-01,PRD-B,80.03986907531097,0.0967970335183281,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-05-2025062308,2025-06-23 08:00:00,MC-05,PRD-B,80.04082311634068,0.1301533111480495,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-06-2025062316,2025-06-23 16:00:00,MC-06,PRD-C,41.99923404638115,0.1011982979992041,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-01-2025062316,2025-06-23 16:00:00,MC-01,PRD-B,80.02118746435342,0.0603245845736921,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-09-2025062316,2025-06-23 16:00:00,MC-09,PRD-B,80.02701885972843,0.0815305316230592,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-12-2025062316,2025-06-23 16:00:00,MC-12,PRD-A,24.99263467268666,0.0568585059587753,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-08-2025062316,2025-06-23 16:00:00,MC-08,PRD-A,25.009723150329638,0.027510808634279,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-04-2025062316,2025-06-23 16:00:00,MC-04,PRD-A,25.02586370843874,0.0524604267880768,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-05-2025062316,2025-06-23 16:00:00,MC-05,PRD-B,80.04484903617032,0.0886449519729097,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-03-2025062316,2025-06-23 16:00:00,MC-03,PRD-D,60.07868629172492,0.1073855896587616,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,True,False,False,True,False
SG-MC-02-2025062316,2025-06-23 16:00:00,MC-02,PRD-C,42.02585911688781,0.0513813411870955,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-10-2025062316,2025-06-23 16:00:00,MC-10,PRD-C,42.0526226914752,0.0566956645148692,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-07-2025062316,2025-06-23 16:00:00,MC-07,PRD-D,60.08743668113177,0.1503346556468372,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,True,False,False,False,True,False
SG-MC-11-2025062316,2025-06-23 16:00:00,MC-11,PRD-D,60.0133758471038,0.0793685524673009,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-03-2025062400,2025-06-24 00:00:00,MC-03,PRD-A,25.05547973967264,0.1702937411015774,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-11-2025062400,2025-06-24 00:00:00,MC-11,PRD-A,24.987916666096023,0.0753227733734824,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-07-2025062400,2025-06-24 00:00:00,MC-07,PRD-A,25.061489183304765,0.0913856280137324,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-05-2025062400,2025-06-24 00:00:00,MC-05,PRD-C,42.03359502357946,0.0473638141962382,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-01-2025062400,2025-06-24 00:00:00,MC-01,PRD-C,42.01382581711396,0.0731865261305557,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-09-2025062400,2025-06-24 00:00:00,MC-09,PRD-C,42.03448878271467,0.0591982821805174,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-04-2025062400,2025-06-24 00:00:00,MC-04,PRD-B,80.01655989335177,0.0462252678781993,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-10-2025062400,2025-06-24 00:00:00,MC-10,PRD-D,60.03944722864044,0.0404295675045887,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-06-2025062400,2025-06-24 00:00:00,MC-06,PRD-D,59.98779666837813,0.0760381195022574,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-02-2025062400,2025-06-24 00:00:00,MC-02,PRD-D,60.037239540390274,0.0589806140226158,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-12-2025062400,2025-06-24 00:00:00,MC-12,PRD-B,79.99879318614941,0.0408018174488233,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-08-2025062400,2025-06-24 00:00:00,MC-08,PRD-B,80.04208590845784,0.0911326328618713,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-09-2025062408,2025-06-24 08:00:00,MC-09,PRD-C,42.06316715641828,0.0550303425452085,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-05-2025062408,2025-06-24 08:00:00,MC-05,PRD-C,42.04860500383484,0.0738523329811542,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-08-2025062408,2025-06-24 08:00:00,MC-08,PRD-B,80.02357470445271,0.1157419845979887,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-04-2025062408,2025-06-24 08:00:00,MC-04,PRD-B,80.02939036047292,0.0794702664104818,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-07-2025062408,2025-06-24 08:00:00,MC-07,PRD-A,25.049127232075826,0.1571363245107981,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-12-2025062408,2025-06-24 08:00:00,MC-12,PRD-B,80.00970619585209,0.1177242736052193,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-06-2025062408,2025-06-24 08:00:00,MC-06,PRD-D,60.0496362396373,0.1695820990670924,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-10-2025062408,2025-06-24 08:00:00,MC-10,PRD-D,60.03212175334437,0.0522616781921385,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-01-2025062408,2025-06-24 08:00:00,MC-01,PRD-C,42.00569989459983,0.0530422490403736,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-02-2025062408,2025-06-24 08:00:00,MC-02,PRD-D,60.01091164653517,0.0826330132889907,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-03-2025062408,2025-06-24 08:00:00,MC-03,PRD-A,25.034479312649616,0.0863218003847627,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-11-2025062408,2025-06-24 08:00:00,MC-11,PRD-A,24.98321510558178,0.06765864209639,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,True,False,False,True,False
SG-MC-09-2025062416,2025-06-24 16:00:00,MC-09,PRD-C,42.022438057375936,0.0263070606696516,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-01-2025062416,2025-06-24 16:00:00,MC-01,PRD-C,41.99453592488426,0.1179924063124246,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-05-2025062416,2025-06-24 16:00:00,MC-05,PRD-C,42.04364997339843,0.0652337220237768,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-08-2025062416,2025-06-24 16:00:00,MC-08,PRD-B,80.01665180663859,0.1156301098289134,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-02-2025062416,2025-06-24 16:00:00,MC-02,PRD-D,59.99945254900854,0.0434682059072883,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-04-2025062416,2025-06-24 16:00:00,MC-04,PRD-B,80.02253623808102,0.0664798840356581,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-06-2025062416,2025-06-24 16:00:00,MC-06,PRD-D,60.02896075672792,0.0647077728395473,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-12-2025062416,2025-06-24 16:00:00,MC-12,PRD-B,80.0229488432142,0.0956874821294064,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-07-2025062416,2025-06-24 16:00:00,MC-07,PRD-A,25.01313084316317,0.0936782818931831,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-03-2025062416,2025-06-24 16:00:00,MC-03,PRD-A,25.0719556546884,0.1483315514630163,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-10-2025062416,2025-06-24 16:00:00,MC-10,PRD-D,60.01700694853294,0.0671151627538151,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-11-2025062416,2025-06-24 16:00:00,MC-11,PRD-A,24.97741405297877,0.0239316524176267,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,True,False,False,False,True,False
SG-MC-11-2025062500,2025-06-25 00:00:00,MC-11,PRD-A,25.018391566929985,0.0661007852197208,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-07-2025062500,2025-06-25 00:00:00,MC-07,PRD-A,24.996118547898103,0.0806346774956914,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,True,False,False,True,False
SG-MC-03-2025062500,2025-06-25 00:00:00,MC-03,PRD-A,25.06686069377068,0.0838898694848246,5,24.98096531359448,25.029746559290437,25.07852780498639,0.0,0.0845428868214142,0.1787236627404697,False,False,False,False,False,False
SG-MC-02-2025062500,2025-06-25 00:00:00,MC-02,PRD-D,60.03398439109482,0.1361408209764505,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-10-2025062500,2025-06-25 00:00:00,MC-10,PRD-D,60.05265696678639,0.0963864250131436,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-08-2025062500,2025-06-25 00:00:00,MC-08,PRD-B,80.01062184301246,0.0485561641344958,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-12-2025062500,2025-06-25 00:00:00,MC-12,PRD-B,80.01081026011701,0.0229112066249541,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-04-2025062500,2025-06-25 00:00:00,MC-04,PRD-B,80.03600312819907,0.0450971759428711,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
SG-MC-01-2025062500,2025-06-25 00:00:00,MC-01,PRD-C,41.99625920004038,0.1298453619972122,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,True,False,False,True,False
SG-MC-09-2025062500,2025-06-25 00:00:00,MC-09,PRD-C,42.04216649943969,0.0752305039087488,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-05-2025062500,2025-06-25 00:00:00,MC-05,PRD-C,42.06759417376738,0.0743395054898599,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-06-2025062500,2025-06-25 00:00:00,MC-06,PRD-D,60.02394037590437,0.0255946521291434,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-10-2025062508,2025-06-25 08:00:00,MC-10,PRD-D,60.06176872421612,0.12086150115082,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-06-2025062508,2025-06-25 08:00:00,MC-06,PRD-D,60.02208892152248,0.1291593172718848,5,59.9812332134637,60.03007765222271,60.07892209098171,0.0,0.0846524068613621,0.1789551881049196,False,False,False,False,False,False
SG-MC-01-2025062508,2025-06-25 08:00:00,MC-01,PRD-C,41.99667582450042,0.0899829721321125,5,41.98128274145005,42.03038150785648,42.0794802742629,0.0,0.0850931826801104,0.1798869881857533,False,False,False,False,False,False
SG-MC-08-2025062508,2025-06-25 08:00:00,MC-08,PRD-B,80.01940507762397,0.0487427745268433,5,79.98133298727322,80.02998001088412,80.07862703449501,0.0,0.0843102662233807,0.1782319027962268,False,False,False,False,False,False
