timestamp,product_id,defects,units,defects_per_unit,lcl,center_line,ucl,rule_1_beyond_3sigma,rule_2_two_of_three_beyond_2sigma,rule_3_four_of_five_beyond_1sigma,rule_4_eight_same_side,any_signal
2024-03-21 16:00:00,PRD-A,69.0,1262.0,0.05467511885895404,0.036741914396211744,0.056882997094004746,0.07702407979179775,False,True,False,False,True
2024-03-22 00:00:00,PRD-A,35.0,1255.0,0.027888446215139442,0.03668582215356973,0.056882997094004746,0.07708017203443976,True,True,False,False,True
2024-03-22 08:00:00,PRD-A,49.0,1228.0,0.039902280130293157,0.036464992053304654,0.056882997094004746,0.07730100213470484,False,True,True,False,True
2024-03-22 16:00:00,PRD-A,59.0,1251.0,0.04716227018385292,0.036653558275270864,0.056882997094004746,0.07711243591273863,False,True,True,False,True
2024-03-29 00:00:00,PRD-A,35.0,1261.0,0.02775574940523394,0.036733929823966366,0.056882997094004746,0.07703206436404313,True,True,True,False,True
2024-03-29 08:00:00,PRD-A,51.0,1313.0,0.03884234577303884,0.03713695188282044,0.056882997094004746,0.07662904230518905,False,True,True,True,True
2024-03-29 16:00:00,PRD-A,51.0,1241.0,0.0410958904109589,0.036572217220098985,0.056882997094004746,0.07719377696791051,False,True,True,True,True
2024-03-30 00:00:00,PRD-A,43.0,1281.0,0.03356752537080406,0.03689184030890122,0.056882997094004746,0.07687415387910827,True,True,True,True,True
2024-03-30 08:00:00,PRD-A,43.0,1329.0,0.03235515425131678,0.037256174377710935,0.056882997094004746,0.07650981981029856,True,True,True,True,True
2024-03-30 16:00:00,PRD-A,69.0,1249.0,0.055244195356285025,0.0366373682456136,0.056882997094004746,0.07712862594239589,False,True,True,True,True
2024-04-06 00:00:00,PRD-A,65.0,1206.0,0.0538971807628524,0.03627959984225356,0.056882997094004746,0.07748639434575594,False,False,False,True,True
2024-04-06 08:00:00,PRD-A,74.0,1240.0,0.05967741935483871,0.03656402904001473,0.056882997094004746,0.07720196514799477,False,False,False,False,False
2024-04-06 16:00:00,PRD-A,117.0,1212.0,0.09653465346534654,0.03633066162398304,0.056882997094004746,0.07743533256402646,True,False,False,False,True
2024-04-07 00:00:00,PRD-A,80.0,1222.0,0.06546644844517185,0.03641492739692727,0.056882997094004746,0.07735106679108222,False,False,False,False,False
2024-04-07 08:00:00,PRD-A,83.0,1211.0,0.0685383980181668,0.03632217768741115,0.056882997094004746,0.07744381650059834,False,False,False,False,False
2024-04-07 16:00:00,PRD-A,98.0,1170.0,0.08376068376068375,0.035965025966103056,0.056882997094004746,0.07780096822190644,True,False,True,False,True
2024-04-14 00:00:00,PRD-A,39.0,1246.0,0.03130016051364366,0.03661301015116347,0.056882997094004746,0.07715298403684602,True,False,True,False,True
2024-04-14 08:00:00,PRD-A,36.0,1296.0,0.027777777777777776,0.03700786657486574,0.056882997094004746,0.07675812761314375,True,True,False,False,True
2024-04-14 16:00:00,PRD-A,46.0,1260.0,0.03650793650793651,0.03672593574816284,0.056882997094004746,0.07704005843984665,True,True,False,False,True
2024-04-15 00:00:00,PRD-A,58.0,1298.0,0.04468412942989214,0.03702318459680927,0.056882997094004746,0.07674280959120022,False,True,True,False,True
2024-04-15 08:00:00,PRD-A,44.0,1326.0,0.033182503770739065,0.03723398463323995,0.056882997094004746,0.07653200955476955,True,True,True,False,True
2024-04-15 16:00:00,PRD-A,61.0,1277.0,0.047768206734534066,0.036860555224370074,0.056882997094004746,0.07690543896363941,False,False,True,False,True
2024-04-22 00:00:00,PRD-A,42.0,1225.0,0.03428571428571429,0.03644000570289034,0.056882997094004746,0.07732598848511915,True,True,True,False,True
2024-04-22 08:00:00,PRD-A,45.0,1290.0,0.03488372093023256,0.03696169896209331,0.056882997094004746,0.07680429522591618,True,True,True,True,True
2024-04-22 16:00:00,PRD-A,61.0,1227.0,0.04971475142624287,0.03645667345241331,0.056882997094004746,0.07730932073559618,False,True,True,True,True
2024-04-23 00:00:00,PRD-A,50.0,1229.0,0.04068348250610252,0.03647330049923999,0.056882997094004746,0.07729269368876951,False,True,True,True,True
2024-04-23 08:00:00,PRD-A,52.0,1273.0,0.0408483896307934,0.0368291228002004,0.056882997094004746,0.0769368713878091,False,True,True,True,True
2024-04-23 16:00:00,PRD-A,88.0,1236.0,0.07119741100323625,0.03653117700877434,0.056882997094004746,0.07723481717923515,False,True,True,False,True
2024-04-30 00:00:00,PRD-A,54.0,1179.0,0.04580152671755725,0.03604501850051753,0.056882997094004746,0.07772097568749196,False,False,True,False,True
2024-04-30 08:00:00,PRD-A,70.0,1203.0,0.058187863674147966,0.03625392581702626,0.056882997094004746,0.07751206837098323,False,False,False,False,False
2024-04-30 16:00:00,PRD-A,74.0,1216.0,0.06085526315789474,0.03636449265180811,0.056882997094004746,0.07740150153620137,False,False,False,False,False
2024-05-01 00:00:00,PRD-A,29.0,1058.0,0.027410207939508508,0.03488568298905551,0.056882997094004746,0.07888031119895397,True,False,False,False,True
2024-05-01 08:00:00,PRD-A,34.0,1288.0,0.026397515527950312,0.036946238115271014,0.056882997094004746,0.07681975607273847,True,True,False,False,True
2024-05-01 16:00:00,PRD-A,51.0,1213.0,0.04204451772464963,0.03633913506712613,0.056882997094004746,0.07742685912088336,False,True,False,False,True
2024-05-08 00:00:00,PRD-A,35.0,1191.0,0.02938706968933669,0.03615026148947366,0.056882997094004746,0.07761573269853583,True,True,True,False,True
2024-05-08 08:00:00,PRD-A,50.0,1251.0,0.03996802557953637,0.036653558275270864,0.056882997094004746,0.07711243591273863,False,True,True,False,True
2024-05-08 16:00:00,PRD-A,67.0,1225.0,0.054693877551020405,0.03644000570289034,0.056882997094004746,0.07732598848511915,False,True,True,False,True
2024-05-09 00:00:00,PRD-A,50.0,1218.0,0.041050903119868636,0.03638134563571299,0.056882997094004746,0.0773846485522965,False,True,True,False,True
2024-05-09 08:00:00,PRD-A,57.0,1230.0,0.046341463414634146,0.036481598810863665,0.056882997094004746,0.07728439537714582,False,False,True,True,True
2024-05-09 16:00:00,PRD-A,72.0,1238.0,0.05815831987075929,0.03654762292668058,0.056882997094004746,0.07721837126132891,False,False,False,False,False
2024-05-16 00:00:00,PRD-A,91.0,1284.0,0.07087227414330217,0.03691520812142933,0.056882997094004746,0.07685078606658016,False,False,False,False,False
2024-05-16 08:00:00,PRD-A,108.0,1337.0,0.08077786088257292,0.037314981469344616,0.056882997094004746,0.07645101271866488,True,True,False,False,True
2024-05-16 16:00:00,PRD-A,67.0,1243.0,0.053901850362027354,0.036588563926871064,0.056882997094004746,0.07717743026113844,False,True,False,False,True
2024-05-17 00:00:00,PRD-A,47.0,1295.0,0.036293436293436294,0.037000194260154516,0.056882997094004746,0.07676579992785498,True,False,False,False,True
2024-05-17 08:00:00,PRD-A,57.0,1313.0,0.04341203351104341,0.03713695188282044,0.056882997094004746,0.07662904230518905,False,True,False,False,True
2024-05-17 16:00:00,PRD-A,102.0,1248.0,0.08173076923076923,0.03662925864030204,0.056882997094004746,0.07713673554770745,True,True,False,False,True
2024-05-24 00:00:00,PRD-A,80.0,1097.0,0.07292616226071102,0.03528024030130104,0.056882997094004746,0.07848575388670845,False,True,False,False,True
2024-05-24 08:00:00,PRD-A,96.0,1186.0,0.08094435075885328,0.03610660438574098,0.056882997094004746,0.07765938980226851,True,True,False,False,True
2024-05-24 16:00:00,PRD-A,89.0,796.0,0.11180904522613065,0.03152260544421537,0.056882997094004746,0.08224338874379412,True,True,True,False,True
2024-05-25 00:00:00,PRD-A,27.0,1299.0,0.020785219399538105,0.037030830338188755,0.056882997094004746,0.07673516384982074,True,True,True,False,True
2024-05-25 08:00:00,PRD-A,43.0,1294.0,0.03323029366306028,0.036992513053441915,0.056882997094004746,0.07677348113456758,True,True,False,False,True
2024-05-25 16:00:00,PRD-A,45.0,1266.0,0.035545023696682464,0.03677375802513534,0.056882997094004746,0.07699223616287415,True,True,False,False,True
2024-06-01 00:00:00,PRD-A,48.0,1072.0,0.04477611940298507,0.035029794225714436,0.056882997094004746,0.07873619996229506,False,True,True,False,True
2024-06-01 08:00:00,PRD-A,55.0,1269.0,0.04334121355397951,0.03679754187623589,0.056882997094004746,0.0769684523117736,False,True,True,False,True
2024-06-01 16:00:00,PRD-A,62.0,1211.0,0.05119735755573906,0.03632217768741115,0.056882997094004746,0.07744381650059834,False,False,True,False,True
2024-06-02 00:00:00,PRD-A,48.0,1239.0,0.0387409200968523,0.03655583094887867,0.056882997094004746,0.07721016323913082,False,True,True,False,True
2024-06-02 08:00:00,PRD-A,48.0,1281.0,0.03747072599531616,0.03689184030890122,0.056882997094004746,0.07687415387910827,False,True,True,True,True
2024-06-02 16:00:00,PRD-A,85.0,1242.0,0.06843800322061191,0.036580395509085234,0.056882997094004746,0.07718559867892426,False,True,False,False,True
2024-06-09 00:00:00,PRD-A,42.0,1227.0,0.034229828850855744,0.03645667345241331,0.056882997094004746,0.07730932073559618,True,True,False,False,True
2024-06-09 08:00:00,PRD-A,57.0,1263.0,0.04513064133016627,0.03674988948371419,0.056882997094004746,0.0770161047042953,False,False,True,False,True
2024-06-09 16:00:00,PRD-A,66.0,1230.0,0.05365853658536585,0.036481598810863665,0.056882997094004746,0.07728439537714582,False,False,False,False,False
2024-06-10 00:00:00,PRD-A,53.0,1234.0,0.04294975688816856,0.03651469112507855,0.056882997094004746,0.07725130306293095,False,False,False,False,False
2024-06-10 08:00:00,PRD-A,45.0,1258.0,0.03577106518282989,0.036709919010358874,0.056882997094004746,0.07705607517765062,True,True,True,False,True
2024-06-10 16:00:00,PRD-A,74.0,1232.0,0.060064935064935064,0.03649816511346013,0.056882997094004746,0.07726782907454936,False,True,False,False,True
2024-06-17 00:00:00,PRD-A,54.0,1188.0,0.045454545454545456,0.036124100298493125,0.056882997094004746,0.07764189388951637,False,False,False,False,False
2024-06-17 08:00:00,PRD-A,52.0,1272.0,0.040880503144654086,0.03682124153666415,0.056882997094004746,0.07694475265134534,False,False,True,False,True
2024-06-17 16:00:00,PRD-A,82.0,1231.0,0.06661251015434606,0.03648988700876133,0.056882997094004746,0.07727610717924815,False,False,False,False,False
2024-06-18 00:00:00,PRD-A,61.0,1253.0,0.04868316041500399,0.03666970952640365,0.056882997094004746,0.07709628466160584,False,False,False,False,False
2024-06-18 08:00:00,PRD-A,68.0,1239.0,0.05488297013720742,0.03655583094887867,0.056882997094004746,0.07721016323913082,False,False,False,False,False
2024-06-18 16:00:00,PRD-A,76.0,1197.0,0.06349206349206349,0.03620228851151851,0.056882997094004746,0.07756370567649098,False,False,False,False,False
2024-06-25 00:00:00,PRD-A,49.0,1243.0,0.039420756234915526,0.036588563926871064,0.056882997094004746,0.07717743026113844,False,False,False,False,False
2024-06-25 08:00:00,PRD-A,49.0,1258.0,0.038950715421303655,0.036709919010358874,0.056882997094004746,0.07705607517765062,False,True,False,False,True
2024-06-25 16:00:00,PRD-A,89.0,1205.0,0.07385892116182573,0.03627105248770553,0.056882997094004746,0.07749494170030397,False,True,False,False,True
2024-06-26 00:00:00,PRD-A,117.0,1339.0,0.08737864077669903,0.03732960083307732,0.056882997094004746,0.07643639335493217,True,True,False,False,True
2024-06-26 08:00:00,PRD-A,52.0,1276.0,0.04075235109717868,0.03685271097651982,0.056882997094004746,0.07691328321148967,False,True,False,False,True
2024-06-26 16:00:00,PRD-A,79.0,1201.0,0.06577851790174855,0.03623675638311199,0.056882997094004746,0.07752923780489751,False,False,False,False,False
2024-07-03 00:00:00,PRD-A,48.0,1238.0,0.03877221324717286,0.03654762292668058,0.056882997094004746,0.07721837126132891,False,True,False,False,True
2024-07-03 08:00:00,PRD-A,40.0,1278.0,0.03129890453834116,0.036868390263554686,0.056882997094004746,0.0768976039244548,True,True,False,False,True
2024-07-03 16:00:00,PRD-A,56.0,1235.0,0.045344129554655874,0.03652293907276191,0.056882997094004746,0.07724305511524758,False,True,True,False,True
2024-07-04 00:00:00,PRD-A,39.0,1240.0,0.031451612903225803,0.03656402904001473,0.056882997094004746,0.07720196514799477,True,True,True,False,True
2024-07-04 08:00:00,PRD-A,49.0,1289.0,0.03801396431342126,0.03695397303660142,0.056882997094004746,0.07681202115140807,False,True,True,False,True
2024-07-04 16:00:00,PRD-A,63.0,1246.0,0.05056179775280899,0.03661301015116347,0.056882997094004746,0.07715298403684602,False,True,True,False,True
2024-07-11 00:00:00,PRD-A,66.0,1304.0,0.05061349693251534,0.037068927027980425,0.056882997094004746,0.07669706716002907,False,False,False,False,False
2024-07-11 08:00:00,PRD-A,53.0,1297.0,0.040863531225905934,0.03701553001471845,0.056882997094004746,0.07675046417329104,False,False,False,True,True
2024-07-11 16:00:00,PRD-A,46.0,1259.0,0.03653693407466243,0.03671793214993367,0.056882997094004746,0.07704806203807582,True,True,False,True,True
2024-07-12 00:00:00,PRD-A,38.0,1325.0,0.028679245283018868,0.037226571310033055,0.056882997094004746,0.07653942287797644,True,True,False,True,True
2024-07-12 08:00:00,PRD-A,37.0,1306.0,0.028330781010719754,0.03708410441057221,0.056882997094004746,0.07668188977743728,True,True,True,True,True
2024-07-12 16:00:00,PRD-A,68.0,1269.0,0.05358550039401103,0.03679754187623589,0.056882997094004746,0.0769684523117736,False,True,True,True,True
2024-07-19 00:00:00,PRD-A,86.0,1219.0,0.07054963084495489,0.036389756569998585,0.056882997094004746,0.0773762376180109,False,False,False,False,False
2024-07-19 08:00:00,PRD-A,61.0,883.0,0.06908267270668177,0.03280434685496234,0.056882997094004746,0.08096164733304714,False,False,False,False,False
2024-07-19 16:00:00,PRD-A,54.0,1278.0,0.04225352112676056,0.036868390263554686,0.056882997094004746,0.0768976039244548,False,False,False,False,False
2024-07-20 00:00:00,PRD-A,37.0,1301.0,0.02843966179861645,0.03704609536678652,0.056882997094004746,0.07671989882122297,True,True,False,False,True
2024-07-20 08:00:00,PRD-A,41.0,1315.0,0.0311787072243346,0.03715197360063649,0.056882997094004746,0.076614020587373,True,True,False,False,True
2024-07-20 16:00:00,PRD-A,71.0,1260.0,0.05634920634920635,0.03672593574816284,0.056882997094004746,0.07704005843984665,False,True,False,False,True
2024-07-27 00:00:00,PRD-A,88.0,1234.0,0.0713128038897893,0.03651469112507855,0.056882997094004746,0.07725130306293095,False,False,False,False,False
2024-07-27 08:00:00,PRD-A,100.0,1264.0,0.07911392405063292,0.03675785510523677,0.056882997094004746,0.07700813908277272,True,True,False,False,True
2024-07-27 16:00:00,PRD-A,109.0,934.0,0.11670235546038545,0.033470968170046994,0.056882997094004746,0.0802950260179625,True,True,False,False,True
2024-07-28 00:00:00,PRD-A,53.0,1309.0,0.04048892284186402,0.03710680523135667,0.056882997094004746,0.07665918895665283,False,True,False,False,True
2024-07-28 08:00:00,PRD-A,99.0,1352.0,0.07322485207100592,0.037423834616549655,0.056882997094004746,0.07634215957145984,False,True,True,False,True
2024-07-28 16:00:00,PRD-A,131.0,1334.0,0.09820089955022489,0.03729299080989584,0.056882997094004746,0.07647300337811365,True,True,True,False,True
2024-08-04 00:00:00,PRD-A,47.0,1209.0,0.03887510339123242,0.03630517824721366,0.056882997094004746,0.07746081594079583,False,True,False,False,True
2024-08-04 08:00:00,PRD-A,60.0,1254.0,0.04784688995215311,0.03667777065835638,0.056882997094004746,0.07708822352965311,False,False,False,False,False
2024-08-04 16:00:00,PRD-A,81.0,1256.0,0.06449044585987261,0.03669386403122894,0.056882997094004746,0.07707213015678055,False,False,False,False,False
2024-08-05 00:00:00,PRD-A,66.0,1277.0,0.05168363351605325,0.036860555224370074,0.056882997094004746,0.07690543896363941,False,False,False,False,False
2024-08-05 08:00:00,PRD-A,61.0,1202.0,0.050748752079866885,0.03624534645659007,0.056882997094004746,0.07752064773141942,False,False,False,False,False
2024-08-05 16:00:00,PRD-A,77.0,1147.0,0.06713164777680906,0.03575634010723022,0.056882997094004746,0.07800965408077927,False,False,False,False,False
2024-08-12 00:00:00,PRD-A,50.0,1096.0,0.04562043795620438,0.03527038727602581,0.056882997094004746,0.07849560691198368,False,False,False,False,False
2024-08-12 08:00:00,PRD-A,35.0,1306.0,0.02679938744257274,0.03708410441057221,0.056882997094004746,0.07668188977743728,True,False,False,False,True
2024-08-12 16:00:00,PRD-A,41.0,1282.0,0.031981279251170044,0.03689963869296432,0.056882997094004746,0.07686635549504517,True,True,False,False,True
2024-08-13 00:00:00,PRD-A,22.0,1327.0,0.016578749058025623,0.037241389575074724,0.056882997094004746,0.07652460461293477,True,True,True,False,True
2024-08-13 08:00:00,PRD-A,35.0,1270.0,0.027559055118110236,0.03680545109300948,0.056882997094004746,0.07696054309500001,True,True,True,False,True
2024-08-13 16:00:00,PRD-A,53.0,1288.0,0.04114906832298137,0.036946238115271014,0.056882997094004746,0.07681975607273847,False,True,True,False,True
2024-08-20 00:00:00,PRD-A,70.0,1202.0,0.05823627287853577,0.03624534645659007,0.056882997094004746,0.07752064773141942,False,True,True,False,True
2024-08-20 08:00:00,PRD-A,80.0,1223.0,0.06541291905151267,0.03642329708433388,0.056882997094004746,0.07734269710367561,False,False,False,False,False
2024-08-20 16:00:00,PRD-A,124.0,1176.0,0.1054421768707483,0.03601845637552993,0.056882997094004746,0.07774753781247956,True,False,False,False,True
2024-08-21 00:00:00,PRD-A,61.0,846.0,0.07210401891252956,0.032283438826476905,0.056882997094004746,0.0814825553615326,False,False,False,False,False
2024-08-21 08:00:00,PRD-A,30.0,1314.0,0.0228310502283105,0.03714446702874865,0.056882997094004746,0.07662152715926085,True,False,False,False,True
2024-08-21 16:00:00,PRD-A,51.0,1284.0,0.0397196261682243,0.03691520812142933,0.056882997094004746,0.07685078606658016,False,True,False,False,True
2024-08-28 00:00:00,PRD-A,79.0,1293.0,0.06109822119102862,0.036984822937538686,0.056882997094004746,0.0767811712504708,False,True,False,False,True
2024-08-28 08:00:00,PRD-A,38.0,1262.0,0.030110935023771792,0.036741914396211744,0.056882997094004746,0.07702407979179775,True,True,False,False,True
2024-08-28 16:00:00,PRD-A,74.0,1217.0,0.06080525883319639,0.036372924336751024,0.056882997094004746,0.07739306985125846,False,False,False,False,False
2024-08-29 00:00:00,PRD-A,54.0,1286.0,0.041990668740279936,0.03693074121516296,0.056882997094004746,0.07683525297284653,False,True,False,False,True
2024-08-29 08:00:00,PRD-A,46.0,1239.0,0.03712671509281679,0.03655583094887867,0.056882997094004746,0.07721016323913082,False,True,False,False,True
2024-08-29 16:00:00,PRD-A,62.0,1226.0,0.05057096247960848,0.03644834467586268,0.056882997094004746,0.07731764951214681,False,True,False,False,True
