month,line_id,planned_production_min,run_time_min,total_units,first_pass_good_units,scrap_units,rework_units,copq,unplanned_downtime_min,availability,performance,quality_rate,oee,fpy,scrap_rate,rework_rate
2024-03-01,LINE-C,128012.0,125969.17286511543,276932,262400,6105,8427,204163.0,2042.827134884567,0.9840419090797381,0.9091507395170172,0.9475250241936649,0.8476960895198262,0.9475250241936649,0.02204512299048142,0.03042985281585371
2024-03-01,LINE-D,128012.0,125932.5891997669,275325,259875,6501,8949,216965.0,2079.4108002331104,0.9837561259863676,0.9039799313007698,0.9438845001362026,0.8393925171122399,0.9438845001362026,0.023612094797058024,0.03250340506673931
2024-04-01,LINE-A,123905.0,121849.47365326723,269041,257094,5019,6928,167464.0,2055.526346732772,0.98341046489865,0.9081593052114605,0.9555941287759114,0.8534347756031845,0.9555941287759114,0.018655149215175384,0.02575072200891314
2024-04-01,LINE-B,123905.0,121962.08921740824,269228,257680,4844,6704,160834.5,1942.9107825917663,0.9843193512562709,0.9128555224091345,0.957106987386156,0.8600002099082892,0.957106987386156,0.01799218506247493,0.0249008275513691
2024-04-01,LINE-C,123905.0,122179.0932083138,269771,258500,4722,6549,157846.0,1725.9067916861966,0.9860707252194326,0.9149211243755316,0.9582201200277273,0.86448409250534,0.9582201200277273,0.017503734649017128,0.02427614532325565
2024-04-01,LINE-D,123905.0,121677.58690510354,269448,257967,4806,6675,159756.0,2227.413094896459,0.9820232186360804,0.9149915732097492,0.9573906653602922,0.8602566516621654,0.9573906653602922,0.017836465663133516,0.02477286897657433
2024-05-01,LINE-A,128063.0,126017.38406351682,276053,260940,6292,8821,210977.5,2045.6159364831854,0.9840264874594287,0.9043011606178742,0.9452532665828663,0.8411395693434331,0.9452532665828663,0.022792724585496263,0.031954008831637404
2024-05-01,LINE-B,128063.0,125994.84510721178,278147,264249,5963,7935,194831.0,2068.15489278822,0.9838504884877894,0.9124674894609596,0.9500336153185186,0.8528751835068042,0.9500336153185186,0.02143830420604932,0.028528080475432056
2024-05-01,LINE-C,128063.0,125755.86548838473,275096,260433,6176,8487,206213.5,2307.1345116152634,0.9819843786916185,0.905964899192102,0.9466986070317271,0.8422241473225482,0.9466986070317271,0.022450344606973566,0.03085104836129933
2024-05-01,LINE-D,128063.0,125961.12808696573,278582,264691,5824,8067,192419.5,2101.871913034271,0.9835872038525236,0.9107460511213928,0.9501367640407492,0.8511307667264166,0.9501367640407492,0.020905873315576744,0.028957362643674035
2024-06-01,LINE-A,123905.0,121474.28530277628,267348,255362,4991,6995,166960.0,2430.7146972237188,0.9803824325311834,0.9087618809598136,0.9551670481918698,0.8509909741363008,0.9551670481918698,0.01866855185002319,0.026164399958107036
2024-06-01,LINE-B,123905.0,121939.3335625569,266417,254139,5129,7149,171817.5,1965.6664374431007,0.9841356972079973,0.906779872440487,0.9539143523123524,0.8512678661269663,0.9539143523123524,0.01925177447385114,0.026833873213796416
2024-06-01,LINE-C,123905.0,122194.69076789764,271132,258997,5041,7094,167959.0,1710.3092321023591,0.9861966084330547,0.9113022775393361,0.9552432025729165,0.858499242473431,0.9552432025729165,0.018592419928300605,0.026164377498782882
2024-06-01,LINE-D,123905.0,121708.70999139691,268026,255935,5190,6901,170158.0,2196.2900086030804,0.9822744037076544,0.909328784613331,0.9548887048271436,0.8529165121399372,0.9548887048271436,0.019363793064851916,0.025747502108004448
2024-07-01,LINE-A,128012.0,126001.81882013354,278254,263998,5959,8297,198975.5,2010.1811798664578,0.9842969316949469,0.9147312402254246,0.9487662351664307,0.8542379540946586,0.9487662351664307,0.021415684949722198,0.02981807988384713
2024-07-01,LINE-B,128012.0,126009.49479093621,277493,263098,6043,8352,200304.5,2002.5052090637896,0.9843568945953208,0.9063417550887725,0.9481248175629655,0.8458825979019569,0.9481248175629655,0.0217771259094824,0.030098056527552045
2024-07-01,LINE-C,128012.0,125698.61586399088,277292,262539,6098,8655,204638.0,2313.3841360091196,0.9819283806517427,0.910834214148243,0.9467961571195707,0.8467898330337306,0.9467961571195707,0.021991258312536965,0.03121258456789233
2024-07-01,LINE-D,128012.0,125821.2581335892,278502,264136,6050,8316,199604.0,2190.7418664107977,0.9828864335655189,0.9141054675982129,0.9484168874909337,0.8521164035886752,0.9484168874909337,0.021723362848381698,0.029859749660684665
2024-08-01,LINE-A,128063.0,125855.71186419232,275927,263731,5039,7157,170145.5,2207.288135807684,0.9827640447607218,0.908694024604469,0.9557999035976907,0.8535597227537554,0.9557999035976907,0.018262076563728812,0.025938019838580493
2024-08-01,LINE-B,128063.0,125970.09867314868,277657,265247,5229,7181,170938.5,2092.901326851324,0.9836572520802158,0.9081581095169208,0.9553045664254818,0.8533891506464999,0.9553045664254818,0.018832588409440423,0.025862845165077777
2024-08-01,LINE-C,128063.0,126001.98520227397,278881,267288,4859,6734,161368.0,2061.0147977260353,0.9839062430387697,0.9143046422249617,0.9584302982275594,0.8621943556145601,0.9584302982275594,0.017423202010893535,0.02414649976154704
2024-08-01,LINE-D,128063.0,126005.35394073452,277889,266050,4931,6908,165395.0,2057.6460592654807,0.9839325483608421,0.910763416613579,0.9573966583779855,0.8579516467563613,0.9573966583779855,0.017744495104160294,0.02485884651785425
2024-09-01,LINE-A,123905.0,121967.24247557478,270355,258168,5024,7163,167467.5,1937.7575244252243,0.9843609416534828,0.9105185218528897,0.9549222318803056,0.8558766185112577,0.9549222318803056,0.01858297423757652,0.026494793882117958
2024-09-01,LINE-B,123905.0,121785.40336308973,269452,257858,4880,6714,161910.5,2119.5966369102725,0.9828933728508916,0.9143712102727769,0.9569719282098481,0.8600588096347411,0.9569719282098481,0.018110832356041152,0.024917239434110713
2024-09-01,LINE-C,123905.0,122040.9205557464,267751,255386,5244,7121,174248.0,1864.079444253599,0.984955575285472,0.9064394098000045,0.9538190333556177,0.8515720655436705,0.9538190333556177,0.01958536102572913,0.02659560561865315
2024-09-01,LINE-D,123905.0,121894.98796180889,267704,256006,4962,6736,163066.0,2010.0120381911142,0.9837777971979249,0.912474760938066,0.9563024833398082,0.8584463552092477,0.9563024833398082,0.01853539730448555,0.0251621193557063
2024-10-01,LINE-A,128012.0,125671.86283469285,278153,264132,5920,8101,195367.5,2340.137165307158,0.9817193922030188,0.9135853012514731,0.9495924904638814,0.8516746973881835,0.9495924904638814,0.021283250585109634,0.029124258951008977
2024-10-01,LINE-B,128012.0,126046.2518200805,278286,264407,5787,8092,194525.0,1965.7481799195007,0.9846440319663821,0.9121569662442758,0.9501268479190473,0.8533563458249976,0.9501268479190473,0.020795153187727733,0.029077998893224957
2024-10-01,LINE-C,128012.0,126096.58005368829,275160,260156,6209,8795,208025.5,1915.4199463117102,0.9850371844333992,0.9051995432236787,0.9454717255415032,0.8430347894265334,0.9454717255415032,0.022565053060037796,0.03196322139845908
2024-10-01,LINE-D,128012.0,126159.07517748848,277630,262948,6228,8454,206872.5,1852.9248225115148,0.9855253818195832,0.9065961618093898,0.9471166660663473,0.8462236695535872,0.9471166660663473,0.02243273421460217,0.030450599719050536
2024-11-01,LINE-A,123905.0,122011.6880792035,266883,254507,5257,7119,175383.0,1893.3119207965105,0.984719648756737,0.9044936738221419,0.9536276195936046,0.849370079861238,0.9536276195936046,0.01969777018393828,0.026674610222457033
2024-11-01,LINE-B,123905.0,121528.37168481063,268071,256556,4767,6748,160728.0,2376.628315189373,0.980818947458219,0.91360970661205,0.9570449619690305,0.8575943150392678,0.9570449619690305,0.01778260237026758,0.02517243566070183
2024-11-01,LINE-C,123905.0,122121.10321681506,269957,258092,4985,6880,165138.5,1783.8967831849445,0.9856027054341233,0.913073146760163,0.9560485558811218,0.8603742564690886,0.9560485558811218,0.01846590382912834,0.02548554028974985
2024-11-01,LINE-D,123905.0,121688.8136943986,270450,259106,4752,6592,157260.5,2216.186305601402,0.9821138266768783,0.9147710181443243,0.9580550933629136,0.8607255724136782,0.9580550933629136,0.01757071547420965,0.024374191162876688
2024-12-01,LINE-A,128063.0,126145.14498143565,276212,260811,6568,8833,214496.5,1917.8550185643498,0.9850241286041687,0.9041801279797083,0.944242103891214,0.8409790723015274,0.944242103891214,0.0237788365458416,0.031979059562944404
2024-12-01,LINE-B,128063.0,126172.74972624237,277296,263176,5865,8255,196425.0,1890.250273757629,0.9852396845790148,0.9088851085685901,0.949079683803589,0.8498720785526791,0.949079683803589,0.021150683745888868,0.029769632450522186
2024-12-01,LINE-C,128063.0,126039.54087624607,277499,262277,6502,8720,210677.0,2023.4591237539316,0.9841995024030834,0.909021876813206,0.9451457482729667,0.8455830354837396,0.9451457482729667,0.023430715065639877,0.03142353666139337
2024-12-01,LINE-D,128063.0,125800.38150578483,278234,264176,5910,8148,195408.5,2262.618494215179,0.9823319889881139,0.9147987625780084,0.949474183600854,0.8532317659768468,0.949474183600854,0.02124111359503152,0.02928470280411452
2025-01-01,LINE-A,128012.0,125739.84829853362,273970,260808,5493,7669,183926.5,2272.1517014663777,0.9822504788499017,0.9020327939109609,0.9519582436033143,0.8434560837648958,0.9519582436033143,0.02004964047158448,0.02799211592510129
2025-01-01,LINE-B,128012.0,125879.95407794713,277407,265116,5082,7209,169967.0,2132.045922052865,0.9833449526446515,0.9074113574054047,0.9556932593625972,0.8527635454595408,0.9556932593625972,0.018319653072921736,0.02598708756448107
2025-01-01,LINE-C,128012.0,126059.55597448818,279075,267174,4969,6932,165562.5,1952.4440255118313,0.9847479609293518,0.9141483360186904,0.9573555495834453,0.8618169321216299,0.9573555495834453,0.017805249484905493,0.024839200931649198
2025-01-01,LINE-D,128012.0,125915.53525118637,275233,262552,5303,7378,176278.5,2096.464748813629,0.9836229045025965,0.9023106887222866,0.9539263097085016,0.8466415186267232,0.9539263097085016,0.01926731169590856,0.02680637859558992
2025-02-01,LINE-A,115640.0,113519.94494748181,251555,238681,5409,7465,179284.5,2120.055052518185,0.981666767100327,0.912967614468812,0.9488223251376439,0.8503630007322402,0.9488223251376439,0.021502255967879788,0.029675418894476356
2025-02-01,LINE-B,115640.0,113865.77356813091,249667,235767,5843,8057,194238.0,1774.2264318690939,0.9846573293681331,0.9028267533365174,0.9443258420215728,0.8394820463569339,0.9443258420215728,0.02340317302647126,0.032270984951956
2025-02-01,LINE-C,115640.0,113610.73532039093,250934,238760,5134,7040,169830.5,2029.2646796090687,0.9824518792839063,0.9154974047128228,0.9514852511018833,0.8557964210381982,0.9514852511018833,0.02045956307236166,0.028055185825754978
2025-02-01,LINE-D,115640.0,113917.183127572,247782,233331,5978,8473,199035.5,1722.8168724279953,0.9851018949115531,0.9011733832846696,0.9416785722933869,0.8359728996040279,0.9416785722933869,0.0241260462826194,0.03419538142399367
2025-03-01,LINE-A,128063.0,125984.67378004012,277445,264996,5210,7239,172503.5,2078.3262199598885,0.9837710640859586,0.9100673113105141,0.9551298455549748,0.8551257327631273,0.9551298455549748,0.01877849663897349,0.02609165780605165
2025-03-01,LINE-B,128063.0,125967.39850825905,277760,265947,4933,6880,164423.0,2095.601491740941,0.983636167419622,0.9112201624597933,0.957470478110599,0.8581895104372816,0.957470478110599,0.0177599366359447,0.02476958525345622
2025-03-01,LINE-C,128063.0,125780.28473517369,277646,265674,5051,6921,168963.5,2282.7152648263123,0.9821750602060992,0.9123154733001689,0.9568803440352103,0.8574159860575469,0.9568803440352103,0.018192230394098962,0.024927425570690737
2025-03-01,LINE-D,128063.0,125948.09419344117,278263,266595,4870,6798,160795.0,2114.9058065588283,0.9834854266528285,0.9121606860009376,0.95806844603846,0.8594800810248383,0.95806844603846,0.01750142850468801,0.02443012545685197
2025-04-01,LINE-A,123905.0,121812.21971925373,268622,256778,4990,6854,167609.5,2092.7802807462726,0.9831097995985127,0.9111890984539942,0.9559083023728511,0.8563016363339828,0.9559083023728511,0.018576289358280408,0.02551540826886852
2025-04-01,LINE-B,123905.0,121434.17830394048,267538,256219,4846,6473,160906.5,2470.8216960595155,0.9800587410027076,0.9142692352679317,0.9576919914180415,0.8581279910598225,0.9576919914180415,0.01811331474407374,0.024194693837884713
2025-04-01,LINE-C,123905.0,122086.44325088998,268415,255160,5610,7645,184699.5,1818.5567491100287,0.9853229752704893,0.9042164201622929,0.9506175139243336,0.8469481238076987,0.9506175139243336,0.02090047128513682,0.02848201479052959
2025-04-01,LINE-D,123905.0,121835.71040199256,268761,256633,5106,7022,169820.5,2069.2895980074454,0.9832993858358626,0.9111398152511709,0.9548744051406268,0.8554941524625403,0.9548744051406268,0.018998292162925423,0.026127302696447773
2025-05-01,LINE-A,128012.0,126229.0402521845,276416,262278,5937,8201,198665.0,1782.9597478155001,0.9860719327264983,0.9062214720014639,0.9488524542718222,0.8478941341000844,0.9488524542718222,0.02147849617967122,0.029669049548506597
2025-05-01,LINE-B,128012.0,126332.55207693587,278537,264332,5991,8214,196539.5,1679.4479230641352,0.9868805430501505,0.9095652554380584,0.9490013894024851,0.851854255484204,0.9490013894024851,0.021508812114728024,0.029489798482786846
2025-05-01,LINE-C,128012.0,125534.21800592192,275614,260889,6347,8378,208424.5,2477.7819940780814,0.9806441427828791,0.9067641886132078,0.9465738315179926,0.8417057474047043,0.9465738315179926,0.023028583453670714,0.030397585028336734
2025-05-01,LINE-D,128012.0,125805.00580267765,276899,263147,5724,8028,191822.0,2206.9941973223417,0.9827594741327192,0.9089643606552958,0.9503356819634596,0.8489285326901702,0.9503356819634596,0.020671797297931737,0.02899252073860866
2025-06-01,LINE-A,123905.0,122011.67661687791,268537,256209,5188,7140,172155.5,1893.3233831220807,0.9847195562477536,0.9087703986575811,0.954091987323907,0.8538016384299844,0.954091987323907,0.01931949787180165,0.0265885148042914
2025-06-01,LINE-B,123905.0,121608.87329451069,268137,255637,5302,7198,173502.0,2296.126705489315,0.981468651745375,0.9085005916120134,0.9533820397781732,0.8500972542154193,0.9533820397781732,0.019773474007690098,0.026844486214136803
2025-06-01,LINE-C,123905.0,121705.12282565839,267559,255699,4992,6868,165171.0,2199.8771743416128,0.9822454527715458,0.9087804257161104,0.9556733281257592,0.8530774391762768,0.9556733281257592,0.018657567116037957,0.025669104758202863
2025-06-01,LINE-D,123905.0,121864.0765197736,268265,256863,4774,6628,159395.0,2040.9234802263982,0.9835283202435221,0.9115527438909254,0.9574972508527017,0.8584326118895349,0.9574972508527017,0.017795836206735877,0.024706912940562504
