shift_id,failure_probability,rank,transformed_feature,reason_code,shap_value,transformed_value
SH-MC-07-2025053016,0.5741714383188321,4,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.045829394566616034,1.6312893920252467
SH-MC-07-2025062308,0.5740969514709525,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07108467786828274,2.3947790251013465
SH-MC-07-2025062308,0.5740969514709525,2,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.05472310216838243,1.9077145296171991
SH-MC-07-2025062308,0.5740969514709525,3,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.050687031044966226,-1.9791315591537904
SH-MC-07-2025062308,0.5740969514709525,4,numeric__temperature_c,THERMAL_STRESS,0.046745579181200106,1.8584052386546472
SH-MC-07-2025041000,0.5735067480563656,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.06979484306256112,2.157217062889329
SH-MC-07-2025041000,0.5735067480563656,2,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.054301637224433125,2.135341928270092
SH-MC-07-2025041000,0.5735067480563656,3,numeric__temperature_c,THERMAL_STRESS,0.04339551726077053,2.059359105037278
SH-MC-07-2025041000,0.5735067480563656,4,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.04251907309076294,1.8201659939340729
SH-MC-08-2025032200,0.5716348960632719,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.08281390323177372,2.044115868644772
SH-MC-08-2025032200,0.5716348960632719,2,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.056167265927436844,2.0194812335787953
SH-MC-08-2025032200,0.5716348960632719,3,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.054035308348023205,-2.061673056540836
SH-MC-08-2025032200,0.5716348960632719,4,numeric__temperature_c,THERMAL_STRESS,0.03990541852196481,1.6028202463662586
SH-MC-08-2025050508,0.5700973019685839,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.08029777366435453,2.114424470400351
SH-MC-08-2025050508,0.5700973019685839,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05409758438783595,-2.21877610667548
SH-MC-08-2025050508,0.5700973019685839,3,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.05003143767090708,1.637000637594494
SH-MC-08-2025050508,0.5700973019685839,4,numeric__temperature_c,THERMAL_STRESS,0.043757106616697336,1.9538589031658407
SH-MC-03-2025032100,0.569473181115473,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.06968491141883354,2.526808552054868
SH-MC-03-2025032100,0.569473181115473,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05738318536325235,-2.212243162313679
SH-MC-03-2025032100,0.569473181115473,3,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.053215962502467046,2.4889517058188217
SH-MC-03-2025032100,0.569473181115473,4,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.051847556300950885,2.6776077369262197
SH-MC-08-2025051408,0.5689625829552981,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07510015583768041,2.0157083825434405
SH-MC-08-2025051408,0.5689625829552981,2,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.05463551581584545,1.7624982919330061
SH-MC-08-2025051408,0.5689625829552981,3,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.053611973082252684,-1.8135863896173288
SH-MC-08-2025051408,0.5689625829552981,4,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.04879198619508611,1.963991616793998
SH-MC-11-2025030616,0.5686257801524561,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07497215705869564,2.222208072354006
SH-MC-11-2025030616,0.5686257801524561,2,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.057226046673486304,2.038583766827693
SH-MC-11-2025030616,0.5686257801524561,3,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05712147722596749,-2.319614065674383
SH-MC-11-2025030616,0.5686257801524561,4,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.04389367339695705,1.625498923084285
SH-MC-05-2025040500,0.5677689381274861,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07477531574438476,1.8916767849077036
SH-MC-05-2025040500,0.5677689381274861,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05358557187109454,-1.7302107924950383
SH-MC-05-2025040500,0.5677689381274861,3,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.05065296635341663,1.757270756782408
SH-MC-05-2025040500,0.5677689381274861,4,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.049902244536851874,2.0413885496044837
SH-MC-07-2025052216,0.56670842047988,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.0677371804639627,1.9610345549737862
SH-MC-07-2025052216,0.56670842047988,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05265401651862383,-1.8960937244875444
SH-MC-07-2025052216,0.56670842047988,3,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.04947968439439648,2.429169277207017
SH-MC-07-2025052216,0.56670842047988,4,numeric__vibration_rms,HIGH_VIBRATION_PATTERN,0.040747135260667325,1.6762895745645356
SH-MC-02-2025051916,0.5644614517286647,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.08215729382565262,2.383628857121093
SH-MC-02-2025051916,0.5644614517286647,2,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.05175118264649517,2.2814799779603607
SH-MC-02-2025051916,0.5644614517286647,3,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05087187266902769,-1.9929059957706639
SH-MC-02-2025051916,0.5644614517286647,4,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.04701091547735522,1.7764397395106755
SH-MC-02-2025042108,0.5629700585427937,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07467625051231824,1.9727419067555951
SH-MC-02-2025042108,0.5629700585427937,2,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.05341380520855968,2.2875661407698473
SH-MC-02-2025042108,0.5629700585427937,3,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05187322852085449,-1.8424172735323743
SH-MC-02-2025042108,0.5629700585427937,4,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.050614222720543535,1.8508787679163476
SH-MC-10-2025061608,0.5626616341899562,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07421820986193509,2.0231767985086937
SH-MC-10-2025061608,0.5626616341899562,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05397130783227453,-1.9101450398480555
SH-MC-10-2025061608,0.5626616341899562,3,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.053022507713807336,1.8926041022181619
SH-MC-10-2025061608,0.5626616341899562,4,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.05178358339127767,2.3945540608030296
SH-MC-10-2025061600,0.562328937725675,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07434362659504787,2.1416892677699964
SH-MC-10-2025061600,0.562328937725675,2,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.05117765178011995,2.366801810685863
SH-MC-10-2025061600,0.562328937725675,3,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.04824845198991374,-1.395943153648502
SH-MC-10-2025061600,0.562328937725675,4,numeric__temperature_c,THERMAL_STRESS,0.04812249548093908,1.6654324406627856
SH-MC-09-2025032816,0.5612169016421494,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.06769594542910505,2.203664956776541
SH-MC-09-2025032816,0.5612169016421494,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05522880820100189,-1.8371906118888017
SH-MC-09-2025032816,0.5612169016421494,3,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.051657324932787164,2.208374708657148
SH-MC-09-2025032816,0.5612169016421494,4,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.04632349452633044,1.637645453951827
SH-MC-09-2025032908,0.5606026623813436,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.06830699268136928,2.4295914241467185
SH-MC-09-2025032908,0.5606026623813436,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05254689321165024,-3.085985655550422
SH-MC-09-2025032908,0.5606026623813436,3,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.04977208242111663,1.902253070372086
SH-MC-09-2025032908,0.5606026623813436,4,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.048184324939596145,2.4026974215366748
SH-MC-03-2025031900,0.5593242899289029,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07016709653677461,1.8994680583597077
SH-MC-03-2025031900,0.5593242899289029,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.057476215522920086,-1.7777580872225618
SH-MC-03-2025031900,0.5593242899289029,3,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.05425298503026814,1.889225953371054
SH-MC-03-2025031900,0.5593242899289029,4,numeric__vibration_rms,HIGH_VIBRATION_PATTERN,0.038762173583442576,1.6224325212920419
SH-MC-09-2025050300,0.5590909344007,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.06842006952490334,2.367221181626987
SH-MC-09-2025050300,0.5590909344007,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.057957326817538776,-2.0967300739997072
SH-MC-09-2025050300,0.5590909344007,3,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.05196416238909967,2.421762537213047
SH-MC-09-2025050300,0.5590909344007,4,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.04202956884306942,1.765210272774236
SH-MC-08-2025062216,0.5582645831181237,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07681925122029201,2.221627222512025
SH-MC-08-2025062216,0.5582645831181237,2,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.05810528082505275,2.3537937498507913
SH-MC-08-2025062216,0.5582645831181237,3,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.057122618924948916,2.1439508646254812
SH-MC-08-2025062216,0.5582645831181237,4,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.04995243660368598,-1.4671820436183298
SH-MC-06-2025060408,0.5577658529731578,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07497141412476588,2.0221075858876323
SH-MC-06-2025060408,0.5577658529731578,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.04867606599843022,-2.1658061940564646
SH-MC-06-2025060408,0.5577658529731578,3,numeric__temperature_c,THERMAL_STRESS,0.038740607683549776,2.038407171006571
SH-MC-06-2025060408,0.5577658529731578,4,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.037972330204682506,1.4912520352876584
SH-MC-09-2025032900,0.5569374563591738,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.06861691786172859,2.415657119025452
SH-MC-09-2025032900,0.5569374563591738,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.054269554745975675,-1.6353345215858324
SH-MC-09-2025032900,0.5569374563591738,3,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.05237793699647547,2.3655092332808354
SH-MC-09-2025032900,0.5569374563591738,4,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.04673073425446288,1.7699492621619564
SH-MC-08-2025051400,0.5569374506226148,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.06870973248740131,1.9282239829452563
SH-MC-08-2025051400,0.5569374506226148,2,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.0600341092833534,2.2097704225294392
SH-MC-08-2025051400,0.5569374506226148,3,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05735908071403538,-2.2554191944078195
SH-MC-08-2025051400,0.5569374506226148,4,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.0466617443639222,1.6301944837228766
SH-MC-03-2025050708,0.5565032712500096,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07262018639726057,2.160262145021955
SH-MC-03-2025050708,0.5565032712500096,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05716365849083944,-2.4667580765318076
SH-MC-03-2025050708,0.5565032712500096,3,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.04847079426167794,1.7679010908751176
SH-MC-03-2025050708,0.5565032712500096,4,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.04434584496909003,1.8862004606222251
SH-MC-03-2025031916,0.5562909736426882,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.06722278259399582,2.0183515951368256
SH-MC-03-2025031916,0.5562909736426882,2,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.056412183406220104,2.153833569791313
SH-MC-03-2025031916,0.5562909736426882,3,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05238367349363943,-2.146512874573273
SH-MC-03-2025031916,0.5562909736426882,4,numeric__vibration_rms,HIGH_VIBRATION_PATTERN,0.036589390997434454,1.6398839935483827
SH-MC-09-2025032808,0.5560704482006508,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.06477946043454877,2.062975478134879
SH-MC-09-2025032808,0.5560704482006508,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.05040683802685073,-1.8447425046702313
SH-MC-09-2025032808,0.5560704482006508,3,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.05026428202896987,2.158242448842519
SH-MC-09-2025032808,0.5560704482006508,4,numeric__temperature_c,THERMAL_STRESS,0.044676089836834576,2.0179561603026404
SH-MC-08-2025041208,0.5547319143092689,1,numeric__tool_wear_pct,TOOL_WEAR_ELEVATED,0.07288816572070453,2.276764542806691
SH-MC-08-2025041208,0.5547319143092689,2,numeric__lubrication_index,LOW_LUBRICATION_INDEX,0.058646427897523834,-2.3485996211930305
SH-MC-08-2025041208,0.5547319143092689,3,numeric__vibration_rolling_3,SUSTAINED_VIBRATION,0.05078803692880699,2.334180199774738
SH-MC-08-2025041208,0.5547319143092689,4,numeric__hours_since_maintenance,MAINTENANCE_INTERVAL_EXCEEDED,0.04634311257193068,1.6327539692909723
