subgroup_id,timestamp,line_id,machine_id,product_id,shift,sample_number,ctq_dimension_mm,lsl_mm,usl_mm
SG-MC-01-2024011016,2024-01-10 16:00:00,LINE-A,MC-01,PRD-A,C,2,25.046302537722596,24.85,25.15
SG-MC-01-2024011016,2024-01-10 16:00:00,LINE-A,MC-01,PRD-A,C,3,24.984613818480533,24.85,25.15
SG-MC-01-2024011016,2024-01-10 16:00:00,LINE-A,MC-01,PRD-A,C,4,24.992479889808543,24.85,25.15
SG-MC-01-2024011016,2024-01-10 16:00:00,LINE-A,MC-01,PRD-A,C,5,24.988110795437123,24.85,25.15
SG-MC-01-2024011100,2024-01-11 00:00:00,LINE-A,MC-01,PRD-B,A,1,79.99297406532921,79.72,80.28
SG-MC-01-2024011100,2024-01-11 00:00:00,LINE-A,MC-01,PRD-B,A,2,79.94967298398225,79.72,80.28
SG-MC-01-2024011100,2024-01-11 00:00:00,LINE-A,MC-01,PRD-B,A,3,79.96470510222255,79.72,80.28
SG-MC-01-2024011100,2024-01-11 00:00:00,LINE-A,MC-01,PRD-B,A,4,79.96443944016146,79.72,80.28
SG-MC-01-2024011100,2024-01-11 00:00:00,LINE-A,MC-01,PRD-B,A,5,79.9508058817617,79.72,80.28
SG-MC-01-2024011108,2024-01-11 08:00:00,LINE-A,MC-01,PRD-B,B,1,80.0066829579187,79.72,80.28
SG-MC-01-2024011108,2024-01-11 08:00:00,LINE-A,MC-01,PRD-B,B,2,79.97720886271065,79.72,80.28
SG-MC-01-2024011108,2024-01-11 08:00:00,LINE-A,MC-01,PRD-B,B,3,79.98105451335623,79.72,80.28
SG-MC-01-2024011108,2024-01-11 08:00:00,LINE-A,MC-01,PRD-B,B,4,79.99134664798461,79.72,80.28
SG-MC-01-2024011108,2024-01-11 08:00:00,LINE-A,MC-01,PRD-B,B,5,79.98514812409785,79.72,80.28
SG-MC-01-2024011116,2024-01-11 16:00:00,LINE-A,MC-01,PRD-B,C,1,80.02678832604164,79.72,80.28
SG-MC-01-2024011116,2024-01-11 16:00:00,LINE-A,MC-01,PRD-B,C,2,79.98024310114248,79.72,80.28
SG-MC-01-2024011116,2024-01-11 16:00:00,LINE-A,MC-01,PRD-B,C,3,79.96051540098962,79.72,80.28
SG-MC-01-2024011116,2024-01-11 16:00:00,LINE-A,MC-01,PRD-B,C,4,80.01205779678568,79.72,80.28
SG-MC-01-2024011116,2024-01-11 16:00:00,LINE-A,MC-01,PRD-B,C,5,80.01126882231443,79.72,80.28
SG-MC-01-2024011200,2024-01-12 00:00:00,LINE-A,MC-01,PRD-B,A,1,80.01380794438973,79.72,80.28
SG-MC-01-2024011200,2024-01-12 00:00:00,LINE-A,MC-01,PRD-B,A,2,80.00146085854873,79.72,80.28
SG-MC-01-2024011200,2024-01-12 00:00:00,LINE-A,MC-01,PRD-B,A,3,79.9610804908978,79.72,80.28
SG-MC-01-2024011200,2024-01-12 00:00:00,LINE-A,MC-01,PRD-B,A,4,79.94723132939114,79.72,80.28
SG-MC-01-2024011200,2024-01-12 00:00:00,LINE-A,MC-01,PRD-B,A,5,80.00437555713621,79.72,80.28
SG-MC-01-2024011208,2024-01-12 08:00:00,LINE-A,MC-01,PRD-B,B,1,79.99759797618488,79.72,80.28
SG-MC-01-2024011208,2024-01-12 08:00:00,LINE-A,MC-01,PRD-B,B,2,80.01992843864821,79.72,80.28
SG-MC-01-2024011208,2024-01-12 08:00:00,LINE-A,MC-01,PRD-B,B,3,79.98516694575719,79.72,80.28
SG-MC-01-2024011208,2024-01-12 08:00:00,LINE-A,MC-01,PRD-B,B,4,80.03868263186638,79.72,80.28
SG-MC-01-2024011208,2024-01-12 08:00:00,LINE-A,MC-01,PRD-B,B,5,79.95739089207113,79.72,80.28
SG-MC-01-2024011216,2024-01-12 16:00:00,LINE-A,MC-01,PRD-B,C,1,79.99685901258071,79.72,80.28
SG-MC-01-2024011216,2024-01-12 16:00:00,LINE-A,MC-01,PRD-B,C,2,79.98316268082918,79.72,80.28
SG-MC-01-2024011216,2024-01-12 16:00:00,LINE-A,MC-01,PRD-B,C,3,79.9768173989989,79.72,80.28
SG-MC-01-2024011216,2024-01-12 16:00:00,LINE-A,MC-01,PRD-B,C,4,80.0319629453185,79.72,80.28
SG-MC-01-2024011216,2024-01-12 16:00:00,LINE-A,MC-01,PRD-B,C,5,80.03029545148156,79.72,80.28
SG-MC-01-2024011300,2024-01-13 00:00:00,LINE-A,MC-01,PRD-C,A,1,41.98566845547215,41.8,42.2
SG-MC-01-2024011300,2024-01-13 00:00:00,LINE-A,MC-01,PRD-C,A,2,41.99511965758425,41.8,42.2
SG-MC-01-2024011300,2024-01-13 00:00:00,LINE-A,MC-01,PRD-C,A,3,42.01169352558463,41.8,42.2
SG-MC-01-2024011300,2024-01-13 00:00:00,LINE-A,MC-01,PRD-C,A,4,42.04529919828719,41.8,42.2
SG-MC-01-2024011300,2024-01-13 00:00:00,LINE-A,MC-01,PRD-C,A,5,42.041690437606675,41.8,42.2
SG-MC-01-2024011308,2024-01-13 08:00:00,LINE-A,MC-01,PRD-C,B,1,42.02838699592088,41.8,42.2
SG-MC-01-2024011308,2024-01-13 08:00:00,LINE-A,MC-01,PRD-C,B,2,41.95539032230433,41.8,42.2
SG-MC-01-2024011308,2024-01-13 08:00:00,LINE-A,MC-01,PRD-C,B,3,42.01747281451826,41.8,42.2
SG-MC-01-2024011308,2024-01-13 08:00:00,LINE-A,MC-01,PRD-C,B,4,42.02772318336427,41.8,42.2
SG-MC-01-2024011308,2024-01-13 08:00:00,LINE-A,MC-01,PRD-C,B,5,41.976344531275764,41.8,42.2
SG-MC-01-2024011316,2024-01-13 16:00:00,LINE-A,MC-01,PRD-C,C,1,41.987374029552726,41.8,42.2
SG-MC-01-2024011316,2024-01-13 16:00:00,LINE-A,MC-01,PRD-C,C,2,42.009525674681754,41.8,42.2
SG-MC-01-2024011316,2024-01-13 16:00:00,LINE-A,MC-01,PRD-C,C,3,42.04430309114178,41.8,42.2
SG-MC-01-2024011316,2024-01-13 16:00:00,LINE-A,MC-01,PRD-C,C,4,42.07004146094282,41.8,42.2
SG-MC-01-2024011316,2024-01-13 16:00:00,LINE-A,MC-01,PRD-C,C,5,42.03532906127273,41.8,42.2
SG-MC-01-2024011400,2024-01-14 00:00:00,LINE-A,MC-01,PRD-C,A,1,41.99655909692902,41.8,42.2
SG-MC-01-2024011400,2024-01-14 00:00:00,LINE-A,MC-01,PRD-C,A,2,41.96073894024438,41.8,42.2
SG-MC-01-2024011400,2024-01-14 00:00:00,LINE-A,MC-01,PRD-C,A,3,41.987659593029974,41.8,42.2
SG-MC-01-2024011400,2024-01-14 00:00:00,LINE-A,MC-01,PRD-C,A,4,41.94175660984423,41.8,42.2
SG-MC-01-2024011400,2024-01-14 00:00:00,LINE-A,MC-01,PRD-C,A,5,41.99798681377117,41.8,42.2
SG-MC-01-2024011408,2024-01-14 08:00:00,LINE-A,MC-01,PRD-C,B,1,41.99581771283918,41.8,42.2
SG-MC-01-2024011408,2024-01-14 08:00:00,LINE-A,MC-01,PRD-C,B,2,41.99881535292765,41.8,42.2
SG-MC-01-2024011408,2024-01-14 08:00:00,LINE-A,MC-01,PRD-C,B,3,42.00710358076284,41.8,42.2
SG-MC-01-2024011408,2024-01-14 08:00:00,LINE-A,MC-01,PRD-C,B,4,41.94782084548873,41.8,42.2
SG-MC-01-2024011408,2024-01-14 08:00:00,LINE-A,MC-01,PRD-C,B,5,41.96840152167464,41.8,42.2
SG-MC-01-2024011416,2024-01-14 16:00:00,LINE-A,MC-01,PRD-C,C,1,41.965152997858254,41.8,42.2
SG-MC-01-2024011416,2024-01-14 16:00:00,LINE-A,MC-01,PRD-C,C,2,41.967618384943854,41.8,42.2
SG-MC-01-2024011416,2024-01-14 16:00:00,LINE-A,MC-01,PRD-C,C,3,42.00665586494673,41.8,42.2
SG-MC-01-2024011416,2024-01-14 16:00:00,LINE-A,MC-01,PRD-C,C,4,41.96424296026845,41.8,42.2
SG-MC-01-2024011416,2024-01-14 16:00:00,LINE-A,MC-01,PRD-C,C,5,41.98231950586874,41.8,42.2
SG-MC-01-2024011500,2024-01-15 00:00:00,LINE-A,MC-01,PRD-D,A,1,60.06087912010479,59.78,60.22
SG-MC-01-2024011500,2024-01-15 00:00:00,LINE-A,MC-01,PRD-D,A,2,60.05901348427563,59.78,60.22
SG-MC-01-2024011500,2024-01-15 00:00:00,LINE-A,MC-01,PRD-D,A,3,59.948474898001244,59.78,60.22
SG-MC-01-2024011500,2024-01-15 00:00:00,LINE-A,MC-01,PRD-D,A,4,60.04484499430084,59.78,60.22
SG-MC-01-2024011500,2024-01-15 00:00:00,LINE-A,MC-01,PRD-D,A,5,59.985133191951384,59.78,60.22
SG-MC-01-2024011508,2024-01-15 08:00:00,LINE-A,MC-01,PRD-D,B,1,60.03407707477193,59.78,60.22
SG-MC-01-2024011508,2024-01-15 08:00:00,LINE-A,MC-01,PRD-D,B,2,60.06481200098517,59.78,60.22
SG-MC-01-2024011508,2024-01-15 08:00:00,LINE-A,MC-01,PRD-D,B,3,59.991144157293505,59.78,60.22
SG-MC-01-2024011508,2024-01-15 08:00:00,LINE-A,MC-01,PRD-D,B,4,59.977160318207524,59.78,60.22
SG-MC-01-2024011508,2024-01-15 08:00:00,LINE-A,MC-01,PRD-D,B,5,59.97644030100322,59.78,60.22
